PropertyID,NewPropertyID,Property,Address,YearAcquired,OwnedAcres,PolParkFinder,Zip,SubArea,SpecialInfo,ProgramInfo,HistoricalInfo,Phone,AltProperty,PayToPark,Facebook,ActivityCatalog,ConstantContact,latitude,longitude
666,666,Sellwood Park,SE 7th Avenue and Miller Street,1909,16.64919961,1,97202,SE,"Park hours: 5:00am-midnight. Parking lot closed at 10:00pm.  To reserve a sports field or picnic area, call 503-823-2525. <a href=""http://www.portlandonline.com/parks/index.cfm?c=38301""  target=""_blank"">Picnic Site Maps & Info</a>  This park is funded through a partnership between Portland Parks & Recreation and Columbia Sportswear, Inc.",,"In 1893, the town of Sellwood was merged into Portland, but has managed to keep its own identity throughout the years. The area is named for John Sellwood, an Episcopal minister who owned the land claim in what is now the Sellwood area. Sellwood Park used to be the site of the City View Racetrack.",,Sellwood Park,,,,,45.467755,-122.660335
668,668,Sellwood Riverfront Park,SE Spokane Street and Oaks Parkway,1969,8.17102281,1,97202,SE,Park hours: 5:00am-midnight. Parking lot closed at 10:00pm.,,,,Sellwood Riverfront Park,,,,,45.466609,-122.663528
669,669,Sewallcrest Community Garden,SE 31st Avenue and Market Street,1974,0.76296973,1,97214,SE,,,,5038231612,Sewallcrest Community Garden,,PDXcommunitygardens,,,45.510468,-122.633196
670,670,Sewallcrest Park,SE 31st Avenue and Market Street,1940,4.91857263,1,97214,SE,"Park hours: 5:00am-midnight  To reserve a sports field, call 503-823-2525.  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 200 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area - Partially fenced  <i>Play Equipment</i> - Transfer station  <i>Other Amenities</i> - Accessible picnic table",,,,Sewallcrest Park,,,,,45.509729,-122.633008
674,674,South Park Blocks,SW Park Avenue from Salmon Street to Jackson Street,1869,8.73071046,1,97205,CC/NW,"Park hours: 5:00am-9:00pm  Click on this link to view the <a href=""https://www.portlandoregon.gov/parks/78629"" target=""_blank"">South Park Blocks master plan</a>.","This park is maintained with the volunteer assistance of the <a href=""http://www.fospb.org/"" target=""_blank"">Friends of South Parks Blocks</a>. To find out how you can help at your neighborhood park, call 503-823-5121.","In 1852 Daniel H. Lownsdale designated eleven narrow blocks of his plat at the western edge of town for public park space. Between 1852-75 the park was an unimproved roadway on the outskirts of the city center; the southern portion up to Jefferson was part of the Great Plank Road. During the 1870s the area became a fashionable residential neighborhood with large Italianate mansions, schools, and churches. In 1877 the first landscaping of these blocks occurred when the City Council authorized florist and landscape designer Louis G. Pfunder to plant 104 Lombardy poplars and elms between Salmon and Hall. The Ladd School opened on the present Portland Art Museum site in 1879. In 1885 the city's first parkkeeper was appointed and a more formal park began to develop. Over the years, much has been added to the park, but there seems to be consensus that the blocks should remain ""a cathedral of trees with a simple floor of grass.""  By the 1880s many lots were subdivided for smaller residences; by the turn of the century, apartment buildings were developed. Lincoln High School was located at Park and Market. This later became the first Portland State University building. The campus from Market to Jackson was established in the 1950s. In 1973 the campus was redesigned and streets closed off.  Today there are twelve South Park Blocks stretching through the heart of downtown Portland. Each park block features artwork. On the block between Hall and Harrison is the most recent addition. Installed in 2004, this work made of white Indiana limestone by Oregon sculptor Donald Wilson is entitled <I>Holon</I>. The word comes from the Greek <I>holos</I> which means whole, entire, complete in all its parts - something that has integrity and identity at the same time as it is a part of a larger system. A block north at Montgomery is the 1973 bronze statue and fountain <I>Farewell to Orpheus</I> by Frederic Littman (1907-79).  In the center of the block between Market and Clay is a granite mosaic sculpture by Oregon artist Paul Sutinen. <I>In the Shadow of the Elm</I>, installed in 1984, depicts the shadow of a tree that may have once existed within the grid of trees in the block. In the center of the block between Columbia and Jefferson is a very different sculpture, also installed in 1984. Comprised of three large granite pillars, <I>Peace Chant</I> is the first known peace memorial in Oregon. Sculptor Steve Gillman wished to express his own advocacy for peace as well as that of the nearby churches. In May 1985 the City Council named this block Peace Plaza.  Between Jefferson and Madison stands an 18-foot-tall bronze equestrian statue of Theodore Roosevelt by New York sculptor Alexander Phimister Proctor (1860-1950), who was known for his western art. Mounted on a 14-foot tall base of California granite, the statue entitled <i>Theodore Roosevelt - Rough Rider</i> portrays the colonel in the actual uniform and accoutrements he wore in his famous ascent of San Juan Hill during the Spanish-American War. It was presented to the city by Dr. Henry Waldo Coe. When Dr. Coe was just beginning his medical practice in 1884 in North Dakota, he met the young Roosevelt, who was there trying to regain his health. Their friendship lasted until Roosevelt's death in 1919. Aside from his personal friendship, Coe (who moved to Portland in 1891) admired Roosevelt's politics. It was mostly for this reason that he decided to express his admiration in the form of a public statue. Calvin Coolidge broke ground for the statue in August 1922 and it was unveiled on November 11 of that year. The block was named Roosevelt Square.  The block between Madison and Main was named Lincoln Square because of another donation by Dr. Henry Waldo Coe - a 10-foot bronze statue of Abraham Lincoln on a granite base. Sculpted by George Fite Waters and cast at the famous foundry of Claude Valsuani in France on Lincoln’s birthday in 1927, the statue was unveiled on October 5, 1928.  Located between Main and Salmon is the Shemanski Fountain, given to the city by Joseph Shemanski in 1926 to ""express in small measure gratitude for what the city has done for me."" Shemanski (1869-1951) was a Polish immigrant who started out as a traveling clock salesman before he founded the Eastern Outfitting Co. and became an extremely successful businessman. The triangular structure of cast Oregon sandstone was designed by Carl L. Linde, a local architect whose work included many fine homes, hotels, and apartments. The fountain includes three small, low drinking basins for dogs.  The original design included a large central planter, but after the fountain was erected, Shemanski felt that a sculpture would better complete the graceful cupola. He commissioned Oliver Laurence Barrett, an art professor at the University of Oregon, to create a bronze statue of <I>Rebecca at the Well</I>. It is not clear why Rebecca was chosen, but as the wife of Isaac in the Old Testament known for her hospitality to strangers and kindness to animals, she was a fitting choice.  At the northern end of the block at Salmon sits the Simon Benson Memorial which was constructed in 1959. It was planned by architect Albert E. Doyle while designing the Benson Hotel. A round bronze plaque with a bas relief of Simon Benson, timber baron and philanthropist, is mounted on the curved brick wall with stone benches. He looks out at a drinking fountain which represents one of the 24 bowl fountains that Benson gave to the city in 1912.  The newest park on the Blocks is Simon & Helen Director Park located between Taylor & Morrison. The site was a surface parking lot donated to the city by real estate developer Tom Moyer who also made a substantial contribution toward the design and construction of the park. Another generous contribution was made by philanthropist Jordan Schnitzer who named the park in honor of not only his maternal grandparents, but of all immigrants who helped to build Portland. The design team was led by internationally-renowned landscape architect Laurie Olin whose projects include Bryant Park and Battery Park in New York City and Canary Wharf in London. <p>",,South Park Blocks,,,,,45.512712,-122.684562
678,678,Spring Garden Park,3332 SW Spring Garden Street,1999,4.56447506,1,97219,SW,"Park hours: 5:00am-midnight  This park has a splash pad - <a href=""https://www.portlandoregon.gov/parks/article/578662""  target=""_blank"">click here for hours and more information</a>.",Main Entrance: 3350 SW Dolph Court  Parking  - On-street Parking - 1 accessible parking space on SW Spring Garden Street - 1 accessible parking space on SW Dolph Court  Play Area  - Rubber tile surface  - Engineered wood fiber - Ramp into play area   Play Equipment  - Transfer station  - Spinner - Slide - Splash pad - Sound instruments  Other Amenities - Accessible restroom - Portland Loo - Accessible picnic area,"PP&R's first nature play area was completed in November 2011 as a result of collaboration between PP&R, Friends of Spring Garden Park, and Umpqua Bank's Multnomah Village Store. TriMet donated a tree from their property on Lincoln Street to supply wood and materials to the project. The tree had to be removed during construction of TriMet’s Portland-Milwaukie Light Rail project.",,Spring Garden Park,,,,,45.462629,-122.710923
679,679,Springwater Corridor,"SE Ivon Street to Boring, Oregon",1990,261.63549611,1,NA,SE,,"The Springwater Corridor is the major southeast segment of the 40-Mile Loop which was inspired by the 1903 Olmsted plan of a parkway and boulevard loop to connect park sites. The eventual developed trail will be over 21 miles long.  For the most part, the trail is well separated from the public road. The route is a scenic one, encompassing wetlands, buttes, agricultural fields and pastures, residential and industrial neighborhoods. Close to Johnson Creek, one of the last free-flowing streams in Portland's urban area, the trail criss-crosses the stream on its course to the Willamette River. The Corridor connects several parks and open spaces including Tideman Johnson Nature Park, Beggars-tick Wildlife Refuge, the I-205 Bike Path, Leach Botanical Garden, Powell Butte Nature Park, and Gresham's Main City Park.  The Springwater Corridor is a multi-use trail. The paved surface is generally 10-12 feet wide with soft shoulders. The hard surface trail is designed to accommodate walkers, joggers, hikers, bicycles, wheelchairs, and strollers. Equestrian use is more common east of I-205 where a separate soft surface path meanders away from the main trail where topography allows.  Most of the wildlife found along the Corridor are those species capable of co-existing with humans. Common species include crow, robin, starling, song sparrow, Bewick's wren, house finch, cedar waxwing, violet-green swallow, belted kingfisher, great blue heron, mallard, wood duck, bushtit, black-capped chickadee, raccoon, opossum, nutria, and mole species. Less developed areas support greater diversity, including black-tailed deer, coyote, deer mouse, vole, bat, western fly-catcher, black-headed grosbeak, orange-crowned warbler, common merganser, and woodpecker. Mountain lions have been sighted.  Himalayan blackberry used to dominate much of the Springwater landscape. It is a non-native plant and so invasive that it chokes out native plants. Over a decade of projects have helped control invasive plants and improve wildlife habitat. Look beneath the PGE transmission lines for new plantings of native shrubs and small trees such as red-osier dogwood, elderberry, Indian plum, and willow. Some of the adjacent natural areas such as Oaks Bottom Wildlife Refuge and  Beggars-tick Wildlife Refuge feature a wide variety of habitats including open water, shrub/scrub marsh, cattail/smartweed marsh, and forested wetland; Powell Butte Nature Park features open meadow with stands of orchard trees and forested slopes below; and Tideman Johnson Natural Area contains a small riparian woodland.  Johnson Creek and the Springwater Corridor are intertwined, with at least 10 trail bridges over the creek. The creek was once host to abundant native fish populations, including threatened salmon species. Following a series of floods in the mid-1990s, the City of Portland began acquiring properties in the Johnson Creek floodplain. Protected as natural areas, these properties provide flood storage, wildlife habitat, and opportunities for wildlife observation along the Corridor. Ongoing streambank restoration will improve habitat and water quality for threatened fish species.","The Springwater Corridor is a former rail corridor; the Springwater Division Line was developed for rail service in 1903. By 1906, under a joint ownership with Portland General Electric and the Portland Railway Light and Power Company, the line reached its peak usage. By 1910, the company had six electric plants and 161 miles of rail, carrying 16,000 passengers each year on a citywide system.  In addition to passengers, the rail hauled farm produce to Portland markets. It was at this time it acquired the name Springwater Line, probably because of the planned connection to the community of Springwater on the Clackamas River. It was also known as the Portland Traction Company Line, the Cazadero Line, and the Bellrose Line.  Many communities developed along the Springwater Line including Sellwood, Waverley Heights, Eastmoreland, Woodstock, Errol Heights, Lents, Powellhurst-Gilbert, and Pleasant Valley. Towns that developed along the line include Milwaukie, Gresham, Boring, Eagle Creek, Estacada, and Cazadero. During the peak of the railroad era, the Springwater Line was the linkage between these communities. To encourage weekend use, the rail corporation developed destination parks along the line such as Oaks Amusement Park on the banks of the Willamette River in Sellwood. These parks became major attractions, drawing thousands of passengers each weekend. Passenger service was discontinued in 1958.  Much of Springwater Corridor was acquired by the City of Portland in 1990, with additional acquisitions by Metro in the following years. Master planning for the Corridor began in 1991, and included input from citizens, agencies, organizations, and municipalities, including Portland Department of Transportation; Oregon Department of Transportation; the cities of Gresham and Milwaukie; Metro; Clackamas and Multnomah counties; the 40 Mile Loop Land Trust; and the Johnson Creek Corridor Committee. Construction of the initial Portland segment was completed September 1996. The trail through Gresham was built in 1996 and an additional mile east of Gresham was built in 2000. With the completion of a 3-mile segment from SE Ivon to SE Umatilla Streets (known as Springwater on the Willamette) in 2005, the part of the trail within Portland is nearly complete.",,Springwater Corridor,,,,,45.474008,-122.526733
680,680,St. Johns Community Center,8427 N Central Street,1948,0,1,97203,N,,"<a href=""http://www.portlandoregon.gov/parks/60413"">Classes, hours, fees, rentals, and more!</a>","Built in 1940, this center was originally part of a recreation complex that served the large number of workers in the Kaiser shipyards during World War II. When the war was over, the pre-fabricated building was dismantled and moved on flatbed trucks, piece by piece, to its current location. This new home was two blocks from the center of downtown St. Johns, at the edge of a large cherry and prune orchard. Some of the old fruit trees still stand on the center's grounds. In 1998-99, a number of improvements were made using funds from 1994 General Obligation Bond.  In 2018, St. Johns Community Center received a roof and HVAC system replacement thanks to funds from the Parks Replacement Bond. <p>",5038233192,St. Johns Community Center,,http://www.CMCpdxcom/stjohnscommunitycenter?v=wall,,,45.592196,-122.752177
681,681,St. Johns Park,8427 N Central Street,1941,5.87292322,1,97203,N,"Park hours: 5:00am-midnight To reserve a sports field, call 503-823-2525.  <b>BEECN - A Basic Earthquake Emergency Communication Node</b> (pronounced beacon) is a place to go in Portland after a major earthquake to ask for emergency assistance if phone service is down, or report severe damage or injury. <a href=""https://www.portlandoregon.gov/pbem/59630""target=""_blank"">More information here.</a>  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 250 feet to play area  <i>Play Area</i> - Engineered mulch surface - Rubberized surface for merry-go-round - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements  <i>Other Amenities</i> - Accessible restroom inside community center - Accessible picnic table",,"The park is located in the community of St. Johns, which was named in honor of settler James John. In 1846 he built a brick house at the edge of the river on what was once an Indian camping ground. He filed for a Donation Land Grant of 320 acres in 1850. In 1852, he operated a general merchandise store in part of his house as well as a ferry across the river. James John laid out part of his property as an eight-block town site which was platted in 1865 with an eight-block addition in 1868. It was named for him in 1892. It is said his reputation as a hermit and recluse inspired the title ""Saint"" John. One explanation for the additional 's' that now appears in the town's name is that the area may have been referred to as St. John's - meaning that the place belonged to James John - and the apostrophe was eventually dropped. <p>",,St. Johns Park,,,,,45.592779,-122.752206
682,682,St. Johns Racquet Center,7519 N Burlington Avenue,1977,1.25033408,1,97203,N,,"<a href=""http://www.portlandonline.com/parks/index.cfm?c=52167"" target=""_blank"">Mixers, memberships, and more.</a>",,5038233629,St. Johns Racquet Center,,,,,45.591377,-122.754791
711,711,Stephens Creek Nature Park,SW Bertha Blvd and Chestnut Street,1996,4.73026276,1,97219,SW,"This area is part of the Willamette watershed, one of three major watersheds in southwest Portland. Stephens Creek, a perennial creek with an average depth of 6.5 inches, bisects the park and flows in a northwest to southeast direction. Portions of the creek above and below the site are culverted as it flows through urbanized southwest Portland. Custer Creek empties into the park from a culvert located just east of the junction of SW Capital Hill Road and SW 17th Avenue. The confluence of Custer and Stephens Creeks is located within the park. The park is valued as neighborhood open space and as a refuge for wildlife and native plants.",,,,Stephens Creek Nature Park,,,,,45.472007,-122.693775
714,714,Sumner-Albina Park,5134-5138 N Albina Street,1998,0.08151607,1,97217,NE,Park hours: 5:00am-midnight,,"A new mural was commissioned by the Regional Arts & Culture Council (RACC) in 2009. Created by Portland artists Chris Johanson and Jo Jackson, <i>Cherry Sprout Market</i> shows the harmony of nature, farming, wildlife, and plants. All greens used in the mural match the neighborhood region. <p>",,Sumner-Albina Park,,,,,45.560277,-122.674802
715,715,Sunnyside School Park,SE 34th Avenue and Taylor Street,2000,1.64795564,1,97214,SE,"Park hours: 5:00am-10:00pm  To reserve a sports field, call 503-823-2525.  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements - Ramp onto play structure  <i>Other Amenities</i> - Accessible picnic table",,,,Sunnyside School Park,,,,,45.515323,-122.628929
793,793,Terwilliger Parkway,SW 6th Avenue - Sheridan Street to Slavin Street,1912,102.81563558,1,97201,SW,,,"The construction of Terwilliger Boulevard was first mentioned in landscape architect John C. Olmsted's 1903 report to the Portland Park Board. Olmsted envisioned a comprehensive system of parks and parkways for all of Portland - with Terwilliger Blvd, or South Hillside Parkway as he called it, becoming the principal pleasure drive leading south from the city. John and his stepbrother, Frederick Law Olmsted, Jr., felt that boulevards and parkways were important additions to cities and added a feeling of civility to movement in an urban area. Of the four proposed parkway systems, Terwilliger is the only one completed for public use and utilized as envisioned by its planners.  The parkway got its name from the James Terwilliger family. James came to Oregon in 1845, built a log cabin at what is now SW First and Morrison St, and opened a blacksmith shop. He traded an eastside land claim for a horse, then traded that horse for 640 acres in Portland's west hills. In 1854, he, his wife, and some adjacent landholders donated a total of 10 acres that became the city cemetery. James died in 1892 and his heirs donated 19.24 acres in the form of a right-of-way through the Terwilliger property in 1909 as a part of the development of Terwilliger Blvd. The deeds stated that the donated land was intended to form part of the ""Park and Boulevard System of the City of Portland.""   Nothing was done to develop the parkway until 1909 when Portland lawyer Joseph Simon became mayor. By the end of his two-year term, the City had a design for the parkway, received gifts of land, purchased 2.84 acres and graded the portion between Hamilton and Slavin Roads. The 200-foot right-of-way was designed to ensure that no buildings would be built to obstruct the views. The formal dedication was held on August 4, 1914, and more than 200 autos paraded along the boulevard. The road was illuminated by electric lights, making the road seem ""as light as day.""  There was a great deal of discussion in 1917 regarding the surface of the roadway. It was not completely paved and the surface had begun to deteriorate. The boulevard had become one of the best routes between downtown and the southwest, and some people wanted to open Terwilliger to commercial traffic. The Oregon Railway and Navigation Company (which had donated 41.2 acres) and the heirs of James Terwilliger threatened to reclaim the right-of-way. The City attorney pointed out that much of the land was given expressly to ""be used forever as a boulevard and parkway for the benefit and use of the public,"" and if the city failed in this or in the improvement of the parkway, the land would immediately revert to those granting the gift. The City paved the road within a year.  In 1959, the City created a special design zone for the parkway to retain its ""heavily wooded character."" In 1983 the City Council enacted the Terwilliger Parkway Design Guidelines and the Terwilliger Parkway Corridor Plan to preserve and protect this urban treasure from growing development.  A 1.93-acre parcel, located in the heart of Terwilliger Parkway, was owned by Charles and Thelma Norris. A longtime Portland resident and school teacher, Mrs. Norris was a charter member of the American Rhododendron Society. She and her husband planted dozens of rhododendrons on the property. When she died in 1992, she bequeathed the property to Portland Parks & Recreation. <p>",,Terwilliger Parkway,,,,,45.491406,-122.683681
811,811,Cottonwood Creek Natural Area,SE 97th Avenue and Tenino Court,1994,1.65543315,0,97266,SE,,,,,Tenino Property,,,,,45.464396,-122.564119
812,812,PlayHaven Park,SE 107th Avenue and Henderson Street,2001,3.15160679,1,97266,OE,Park hours: 5:00am-midnight  <b>Accessibility Information</b>  <i>Parking</i> - Street parking - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements - Adapted high-back swing  <i>Other Amenities</i> - Accessible picnic table,,"The park, located in the Terrace Trails subdivision, was named PlayHaven after the swim school and day camp that former owners Glen and Joan Wilcox ran on the property for 25 years. The site included an indoor pool, two fields, an archery range, trampoline, tennis courts, and trails. The park is located on what they called the ""big field"" where children enjoyed games and camp-outs. <p>",,PlayHaven Park,,,,,45.468628,-122.552459
814,814,Thompson Park,NE 138th Avenue and Thompson Street,1986,4.41664633,1,97230,OE,Park hours: 5:00am-midnight,,"David P. Thompson was close friends with Ulysses S. Grant in the late 1800s. Grant named Thompson the Governor of the Idaho Territory. Later, Thompson became mayor of Portland. He is responsible for the elk statue in the middle of SW Main in the Plaza Blocks. Not surprisingly, the statue is known as the Thompson Elk.",,Thompson Park,,,,,45.539529,-122.51717
815,815,Tideman Johnson Natural Area,SE 37th Avenue and Tenino Street,1940,7.58787263,1,97202,SE,,,"This site is named after an early pioneer family whose original land claim included this 6-acre wilderness area. The Johnson family encouraged public use of its property for recreational purposes, sponsoring 4th of July picnics and fireworks. Nestled in a natural gorge along the banks of Johnson Creek, the site was donated to the City of Portland in 1940.",,Tideman Johnson Natural Area,,,,,45.462721,-122.622642
820,820,Trenton Park,N Hamlin Avenue and Trenton Street,1941,2.29568063,1,97217,N,Park hours: 5:00am-midnight,,,,Trenton Park,,,,,45.587859,-122.701971
824,824,University Park,9009 N Foss Avenue,1953,11.4904347,1,97217,N,"Park hours: 5:00am-midnight  To reserve a sports field, call 503-823-2525.  <b>Accessibility Information</b>  <i>Parking</i> - Parking lot - 2 designated parking spaces - Paved pathway to play area - 150 feet to play area  <i>Play Area</i> - Engineered mulch surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements  <i>Other Amenities</i> - Accessible restroom inside community center - Accessible picnic table",,"University Park is named after Portland University, a Methodist college which was founded in 1891 in a split from Willamette University. Due to financial difficulties, the school closed in 1900. The campus was located in what is now the University Park neighborhood and later became the home of the University of Portland. The original campus building, West Hall (renamed Waldschmidt Hall in 1992), still stands and is listed on the National Register of Historic Places. <p>",,University Park,,,,,45.587334,-122.710102
825,825,Charles Jordan Community Center,9009 N Foss Avenue,1953,0,1,97217,N,,"<a href=""http://www.portlandoregon.gov/parks/60367"">Classes, hours, fees, rentals & more!</a>","This center was built in the early 1940s as part of an enormous federal housing project for ship workers mobilized for the World War II effort. At the time of its construction, it included recreational facilities as well as a restaurant, a fire department with three engines, and administrative offices for the housing project. The center was acquired by PP&R in 1953. With funding from the 1994 bond measure, a major renovation resulted in the expansion of the east and west wings. A portion of the 2002 parks levy was used to build a new active recreation wing in 2007, nearly doubling the center's size with PP&R’s largest gymnasium, a fitness room, youth game room, dance studio, and computer lab.  A wind-driven kinetic sculpture by Jerry Mayer was installed in front of the center on August 31, 1999. Mayer worked closely with the North Portland community to develop <i>Whirlymajig</i>, an altered water pump windmill with a 5-ft diameter fan wheel atop a 30-ft steel flag pole. Driven by the wind through a system of gears, drive shafts, axels, and drive chains, the sculpture's tail section consists of variously moving aluminum cutouts of arms and legs performing physically and mentally challenging tasks.  As part of the center's extensive 2007 renovation, a wall sculpture by Laura Bender and John Early was installed in the lobby. <i>From Here to There</i> is a  metaphor for the venture of exploration, a story about movement, coordination, and change that references things historical, nautical, and navigational. Movement refers to people relocating here, ships sailing rivers and seas, driftwood swept up on the shores of the Columbia River, and people meeting and forming relationships as they dance, exercise, and move around one another.  In 2012, the center was renamed in honor of Charles Jordan, Portland’s first African-American City Commissioner and Portland Parks & Recreation Director. He was the force behind Portland landmarks such as Pioneer Courthouse Square, the Interstate Firehouse Cultural Center, Delta Park, and Southwest Community Center. On the national stage, Charles Jordan broadened the agenda of the environmental movement and land conservation to make it more inclusive. He is known for his groundbreaking approach to putting people - particularly people of color - at the heart of the American Conservation Movement. <p>",5038233631,Charles Jordan Community Center,,http://www.CMCpdxcom/CharlesJordanCC,,,45.587687,-122.711366
832,832,Ventura Park,460 SE 113th Avenue,1986,7.17678327,1,97216,OE,"Park hours: 5:00am-midnight To reserve a sports field, call David Douglas District at 503-261-8399.  <b>BEECN - A Basic Earthquake Emergency Communication Node</b> (pronounced beacon) is a place to go in Portland after a major earthquake to ask for emergency assistance if phone service is down, or report severe damage or injury. <a href=""https://www.portlandoregon.gov/pbem/59630""target=""_blank"">More information here.</a>  <strong><a href=""https://pdx.maps.arcgis.com/apps/MapJournal/index.html?appid=21275f8437e646a48420c6839fc3f25d"">Take a virtual tour of the trees at Ventura Park<br /></a></strong>  <b>Accessibility Information</b>  <i>Parking</i> - Parking lot - 2 designated parking spaces - Paved pathway to play area - 20 feet to play area  <i>Play Area</i> - Universally accessible unitary play surfacing  <i>Play Equipment</i> - universally accessible play equipment and play features  - universally accessible group swing - Sensory play elements including music and water  <i>Other Amenities</i> - Accessible restroom  - Accessible drinking fountains  - Accessible picnic table  <b>Ventura Park is home to Portland Parks & Recreation’s first pump track!</b> What is a pump track?  A pump track is a continuous dirt loop that can be ridden on a bicycle without the need for pedaling. Pump tracks have banked turns and rolling hills to maintain momentum.   This pilot, or demonstration project, was built and is being maintained by the Northwest Trail Alliance (NWTA) under a formal agreement with Portland Parks & Recreation.   The site is being monitored carefully during the ongoing trial period. PP&R is looking for continued good stewardship and community support. The track is not designed for skateboarders or BMX riders.",,"In 2017, Ventura Park’s playground was fully renovated, including the addition of new accessibility features, with funding from the 2014 Parks Replacement Bond. A Portland Loo was installed with funds from the Bond and System Development Charges. RACC installed a series of three public art sculptures called the Venturia Trio (The Imp, Twine, and Sprung) by Portland artist Pete Beeman.",,Ventura Park,,,,,45.519542,-122.544953
833,833,Vermont Hills Community Garden,6053 SW 55th Drive,1982,0.42715258,1,97221,SW,,,"In 1982, the Vermont Hills United Methodist Church worked with PP&R's Community Garden program to turn a vacant field located on the church's property into a thriving community garden. In 2010, with increased demand for gardening space, the asphalt parking lot between the garden and the church was removed and turned into a 7,200 square foot garden. The removal of asphalt reduced water run-off, which improved the watershed, and the water retention created nutrient-rich soil. The better growing conditions meant more produce and more opportunities to help those in need in southwest Portland. <p>",5038231612,Vermont Hills Community Garden,,PDXcommunitygardens,,,45.480433,-122.734947
834,834,Sabin HydroPark,NE 21st Avenue and Prescott Street,2000,2.17271766,0,97212,NE,Park hours: 5:00am-10:00pm.,,,,,,,,,45.554894,-122.645804
835,835,Vietnam Veterans of Oregon Memorial,4000 SW Canyon Road,1987,0,1,97210,CC/NW,"Park hours: 5:00am-10:00pm  <strong>Special Note on Access</strong> Parking for cars is very limited in Washington Park, especially during warm, sunny weekends. About 40% of all visitors skip the parking and arrive by rideshare, walking, biking or using TriMet transit service.&nbsp;Once you&rsquo;re in the park, use the&nbsp;<a href=""http://explorewashingtonpark.org/getting-here#shuttle""><strong>free seasonal shuttle</strong></a>&nbsp;to explore the park.",,"Inspired by the dedication of the Vietnam Veterans Memorial in Washington, DC, in 1982, a group Oregon Vietnam veterans conceived of the idea of a veterans memorial in Oregon. Through the efforts of many volunteers on behalf of the Vietnam Veterans of Oregon Memorial Fund, the memorial was dedicated in 1987. Designed by Walker Macy, a Portland landscape architecture firm, the curved black granite wall lists the names of all Oregon residents who died in Vietnam or who are missing in action. The wall also chronicles three years of the conflict and concurrent local events, providing a poignant contrast.  Its location in the arboretum provides a serene setting for reflection. The memorial also includes several symbolic components: a bosque of pear trees at the entrance symbolizes life and sacredness; water elements in the Garden of Solace signify life, purity, and hope.",,Vietnam Veterans of Oregon Memorial - Washington Park,http://washingtonparkpdx.org/parking/,,,,45.512131,-122.718491
839,839,Wallace Park,NW 25th Avenue and Raleigh Street,1920,5.38277651,1,97210,CC/NW,"Park hours: 5:00am-midnight  <a href=""http://www.portlandonline.com/parks/index.cfm?c=38301""  target=""_blank"">Picnic Site Maps and  Info</a> To reserve a picnic area or sports field, call 503-823-2525.   <b>Accessibility Information</b>  <i>Parking</i> - Street parking - 2 designated parking spaces - Paved pathway to play area - 50 feet to play area  <i>Play Area</i> - Rubberized surface - Ramp into play area  <i>Play Equipment</i> - Transfer station - Sensory play elements - Adapted high-back swing - Ramp onto play structure  <i>Other Amenities</i> - Accessible restroom - Accessible picnic table",,"This park is named for Hugh W. Wallace, the city councilman responsible for getting the property allocated as a city park.  A search of the park and school yard will reveal a curious collection of 11 bronze objects tucked away in unexpected places. Entitled <i>Eleven Very Small Sculptures</i>, they were created by artist Bill Will in 1998. Another art installation in the park is a 1980 sculpture by Manuel Izquierdo called <i>Silver Dawn</i>. Izquierdo is professor emeritus of Pacific Northwest College of Art. <p>",,Wallace Park,,,,,45.533254,-122.703931
