lvl2,lvl3code,lvl3cate
"Licenses, Income",LIC,LIC-6.13 - De Minimus Business Activity for Tangible Personal Property
"Licenses, Income",LIC,LIC-6.14 - Apportionment of Gross Income from Business Activities Other than Sales of Tangible Personal Property
"Licenses, Income",LIC,LIC-6.15 - Apportionment for Banking Income
"Licenses, Income",LIC,LIC-6.16 - Apportionment for Domestic Insurers
"Licenses, Income",LIC,LIC-6.17 - Apportionment for Freight Carriers
"Licenses, Income",LIC,LIC-6.18 - Apportionment for Passenger Carriers
"Licenses, Income",LIC,LIC-6.19 - Apportionment for Incomes Subject to PCC Chapters 7.12 or 7.14
"Licenses, Income",LIC,LIC-6.20 - Apportionment for Providers of Electronic or Telephonic Services
"Licenses, Income",LIC,LIC-6.21 - De Minimus Business Activity for Freight Carriers
"Licenses, Income",LIC,LIC-6.22 - Petition for Reduction of Heavy Vehicle Use Tax
"Licenses, Income",LIC,LIC-6.23 - Net Operating Losses
"Licenses, Income",LIC,LIC-6.24 - Partnership Basis Adjustments
Lobbying Entity Regulation,ADM,ADM-15.01 - Lobbying Entity Registration & Reporting
Lobbying Entity Regulation,ADM,ADM-15.02 - City Official Reporting
Lobbying Entity Regulation,ADM,ADM - 15.03 Enforcement and Civil Penalties
Local Improvement Districts,ENB,ENB-6.01 - Local Improvement District Process Policy
Local Improvement Districts,ENB,ENB-6.02 - Local Improvement District Financing Policy
Measure 37 Claims,ENB,ENB-7.02 - Measure 37 Claims - Clarify Review Process
Measure 37 Claims,ENB,ENB-7.03 - Measure 37 Claims - Property Owner Waiver
Natural Resource Protection,ENN,ENN-7.01 - Portland Plant List
Natural Resource Protection,ENN,ENN-7.02 - Bird-Safe Window List
Natural Resource Protection,ENN,ENN-7.03 - Stormwater Management Using Onsite Surface Vegetated Facilities
Natural Resource Protection,ENN,ENN-7.04 - Nuisance Plants Required Removal Program
Noise Control ,ENB,ENB-5.01 - Noise Control Enforcement and Penalties
Noise Control ,ENB,ENB-5.02 - Noise Variance and Other Fees Schedule
Nuisance Abatement ,ENB,"ENB-8.01 - Time, Place, & Manner Administrative Procedures for Regulation of Nuisance Aspects of Establishments that Serve Alcoholic Beverages"
Nuisance Abatement ,ENB,"ENB-8.02 - Time, Place and Manner Memorandum of Understanding"
Nuisance Abatement ,ENB,ENB-8.03 - Inter-Bureau Problem-Solving Task Force
Nuisance Abatement ,ENB,ENB-8.04 - Parade Event Marking
Ombudsman,ADM,ADM-6.01 - Ombudsman’s Office Policies & Procedures
Park Uses,PRK,PRK-1.01 - Pioneer Courthouse Square - Transit Use Areas
Park Uses,PRK,PRK-1.02 - Non-Park Use of Park Property
Park Uses,PRK,PRK-1.03 - Springwater Corridor - Non-Park Uses
Park Uses,PRK,PRK-1.04 - No Dogs Allowed In Tanner Springs Park
Park Uses,PRK,PRK-1.05 - No Smoking in Pioneer Courthouse Square Transit Areas
Park Uses,PRK,PRK-1.06 - Downtown Park Closures
Park Uses,PRK,PRK-1.07 - McCoy Park Hours
Park Uses,PRK,PRK-1.08 - Portland Patrol Employees Designated as Park Officers at McCoy Park
Park Uses,PRK,PRK-1.09 - Eastridge Park Open Hours
Park Uses,PRK,PRK-1.10 - Glenfair Park Open Hours
Park Uses,PRK,PRK-1.11 - Director Park Prohibited Conduct
Park Uses,PRK,PRK-1.12 - No Smoking in South Park Blocks Located on Portland State University Campus
Park Uses,PRK,PRK-1.13 - Hours of Closure and Speed Limit: Council Crest Parking Lot
Park Uses,PRK,PRK-1.14 - Lents Park - Parking Lot Hours
Park Uses,PRK,PRK-1.15 - Hours of Closure: Mt. Tabor Parking Lot
Park Uses,PRK,PRK-1.16 - Temporary Swimming Program to be Piloted at Poet's Beach: Special Park Rules
Park Uses,PRK,PRK-1.17 - Short Term Boat Launch and Moorage Rules
Park Uses,PRK,PRK-1.18 - Geocashing in Portland Parks
Park Uses,PRK,PRK-1.19 - Washington Park Parking & Transportation Administrative Rules
Parking,TRN,TRN-3.103 - Lloyd On-Street Parking Management Plan (1997)
Parking,TRN,TRN-3.105 - Lloyd On-Street Parking Meter Revenue Allocation Plan
Parking,TRN,TRN-3.107 - Lloyd On-Street Parking Management Plan (2002)
Parking,TRN,TRN-3.108 - Parking Meter Rates
Parking,TRN,TRN-3.109 - Oregon Health Science University Meter District
Parking,TRN,TRN-3.110 - Marquam Hill Meter District Revenue Allocation Plan and Parking Meter Rate Increase
Parking,TRN,TRN-3.111 - Central Eastside Parking Meter District and Associated Area Parking Permit Program
Parking,TRN,TRN-3.112 - Parking Meter Revenue Allocation Policy
Parking,TRN,TRN-3.113 - Parking Pricing and Event District Policy
Parks Administration,PRK,PRK-3.01 - Accepting Gifts & Memorials
Parks Administration,PRK,PRK-3.02 - PP&R Adopt-A-Bench Program Policy and Review Procedures
Parks Administration,PRK,PRK-3.03 - Sponsorship and Naming Policies at Park Properties
Parks Administration,PRK,PRK-3.04 - Reviewing Citizen Requests for Park Improvements
Parks Administration,PRK,PRK-3.05 - Volunteer Installation of Play Equipment
Parks Administration,PRK,PRK-3.06 - Cost Recovery Policy for City Parks and Recreation Programs
Parks Administration,PRK,PRK-3.07 - Dogs in Natural Area Parks Policy
Parks Administration,PRK,PRK-3.08 - Asset Pre-Disposition Policy
Parks Administration,PRK,PRK-3.09 - Leash/Scoop Compliance Program Policy & Procedures
Parks Administration,PRK,PRK-3.10 - Prohibition on Use and Purchase of Neonicotinoid Pesticides by City of Portland
"Planning, Community & Neighborhood ",ENB,ENB-11.01 - Albina Community Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.02 - Arbor Lodge Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.03- Boise Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.04 - Brentwood-Darlington Neighborhood Site Review Criteria
"Planning, Community & Neighborhood ",ENB,ENB-11.05 - Bridgeton Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.06 - Buckman Neighborhood Design Guidelines
"Planning, Community & Neighborhood ",ENB,ENB-11.07 - Centennial Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.08 - Central City Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.09 - Concordia Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.10 - Creston Kenilworth Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.11 - Cully/Parkrose Community Design Guidelines
"Planning, Community & Neighborhood ",ENB,ENB-11.12 - Downtown Community Association Residential Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.13 - Eliot Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.14 - Foster-Powell Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.15 - Goose Hollow Station Community Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.16 - Guild's Lake Industrial Sanctuary Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.17 - Hazelwood Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.18 - Hillsdale Town Center Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.19 - Hollywood and Sandy Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.20 - Humboldt Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.21 - Irvington Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.22 - Kenton Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.23 - King Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.24 - Lents Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.25 - Marquam Hill Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.26 - Mill Park Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.27 - Montavilla Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.28 - Mt. Scott-Arleta Neighbhorhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.29 - Northwest District Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.30 - Outer Southeast Business Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.31 - Outer Southeast Community Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.32 - Peninsula Drainage District No. 1 Natural Resource Management Plan Actions
"Planning, Community & Neighborhood ",ENB,ENB-11.33 - Piedmont Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.34 - Pleasant Valley Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.35 - Portsmouth Neighborhood Plan Action Charts and Design Guidelines
"Planning, Community & Neighborhood ",ENB,ENB-11.36 - Powellhurst-Gilbert Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.37 - Richmond Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.38 - River District Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.39 - Sabin Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.40 - Sellwood-Moreland Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.41 - South Tabor Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.42 - South Waterfront Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.43 - Sunnyside Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.44 - University District Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.45 - West End Action Chart
"Planning, Community & Neighborhood ",ENB,ENB-11.46 - Woodlawn Neighborhood Plan Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.47 - Woodstock Neighborhood Action Charts
"Planning, Community & Neighborhood ",ENB,ENB-11.48 - Columbia South Shore Natural Resource Protection Plan Mitigation Guidelines and Actions
"Planning, Community & Neighborhood ",ENB,ENB-11.49 - Opportunity Gateway Concept Plan and Redevelopment Strategy
"Planning, Community & Neighborhood ",ENB,ENB-11.50 - Cully-Concordia Community Assessment and Action Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.51 - East Portland Action Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.52 - N/NE Quadrant Plan and I-5 Broadway-Weidler Facility Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.53 - Old Town/Chinatown Five-Year Action Plan and Modifications to System Development Charge Exemption Program
"Planning, Community & Neighborhood ",ENB,ENB-11.54 - West Quadrant Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.55 - Broadway Corridor Framework Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.56 - Skidmore/Old Town Historic District Design Guidelines
"Planning, Community & Neighborhood ",ENB,ENB-11.57 - Powell-Division Transit & Development Project Portland Local Action Plan
"Planning, Community & Neighborhood ",ENB,ENB-11.58 - Chinatown / Japantown Historic District Design Guidelines
"Planning, Community & Neighborhood ",ENB,ENB-11.59 - Southwest Corridor Equitable Housing Strategy
"Planning, Long Range ",ENB,ENB-10.01 - Planning Bureau Responsibility and Organizational Structure
"Planning, Long Range ",ENB,ENB-10.02 - Scenic Views From West Bank of Willamette River
"Planning, Long Range ",ENB,ENB-10.03 - Willamette Greenway Plan Update
"Planning, Long Range ",ENB,ENB-10.04 - River Renaissance Vision
"Planning, Long Range ",ENB,ENB-10.05 - River Renaissance Strategy
"Planning, Long Range ",ENB,ENB-10.06 - River Renaissance Directors Group
"Planning, Long Range ",ENB,ENB-10.07 - Workplan to Update the City Comprehensive Plan
"Planning, Long Range ",ENB,ENB-10.08 - Community Involvement Work Program and Periodic Review Work Program Amendments
"Planning, Long Range ",ENB,ENB-10.09 - Portland Plan
"Planning, Long Range ",ENB,ENB-10.10 - Central City 2035 Concept Plan
"Planning, Long Range ",ENB,ENB-10.11 - New Supporting Documents for an Update of Portland's Comprehensive Plan
"Planning, Long Range ",ENB,"ENB-10.12 - Citywide Systems Plan, Chapters 9 and 10 - Comprehensive Plan"
"Planning, Long Range ",ENB,ENB-10.13 - Residential Infill Project: Final Concept Report to City Council
"Planning, Long Range ",ENB,ENB-10.14 - Community Involvement Program: Early Implementation of the 2035 Comprehensive Plan
"Planning, Long Range ",ENB,ENB-10.15 - Pathway 1000 Implementation Plan
"Planning, Long Range ",ENB,ENB-10.16 - Determination of Rough Proportionality for Major Public Trail Requirements
"Planning, Long Range ",ENB,ENB-10.17 - Development of Unreinforced Masonry Building Mandatory Retrofit Implementation Steps
"Planning, Transportation",TRN,TRN-7.01 - Lents Town Center Business District Transportation Plan
"Planning, Transportation",TRN,TRN-7.02 - South Portland Circulation Study Report & Recommendations
"Planning, Transportation",TRN,TRN-7.03 - Central City Transportation Management Plan Actions & Strategies
"Planning, Transportation",TRN,TRN-7.04 - Central City Transportation Management Plan Administration Section
"Planning, Transportation",TRN,TRN-7.05 - Columbia Corridor Transportation Study Report & Recommendations
"Planning, Transportation",TRN,TRN-7.06 - North Macadam Transportation Development Strategy
"Planning, Transportation",TRN,TRN-7.07 - Gateway Master Street Plan
"Planning, Transportation",TRN,TRN-7.08 - Pearl District Access and Circulation Plan
"Planning, Transportation",TRN,TRN-7.09 - Southwest Corridor Plan and Shared Investment Strategy
"Planning, Transportation",TRN,TRN-7.10 - Division-Midway Neighborhood Street Plan
"Planning, Transportation",TRN,TRN-7.11 - Tyron-Stephens Headwaters Neighborhood Street Plan
"Planning, Transportation",TRN,TRN-7.12 - Powell-Division Transit & Development Project Locally Preferred Alternative & Conditions for Approval
"Planning, Transportation",TRN,TRN-7.13 - Connectivity Strategy for Comprehensive Plan Centers in Eastern Neighborhoods
"Planning, Transportation",TRN,TRN-7.14 - Enhanced Transit Corridors Plan
"Planning, Transportation",TRN,TRN-7.15 - Southwest Corridor Light Rail Project Preferred Alternative
Printing & Distribution,ADM,ADM-12.01 - Official City Seal
Private Property Impound Tows,LIC,LIC-9.01-13 - PPI Tower Registration
Private Property Impound Tows,LIC,LIC-9.02-13 - Towing Regulations
Private Property Impound Tows,LIC,LIC-9.03-13 - Fees for Private Property Impound Towing and Storage in the City of Portland
Private Property Impound Tows,LIC,LIC-9.04-13 - Conditions
Private Property Impound Tows,LIC,LIC-9.05-13 - Prohibitions
Public Involvement & Notification,ADM,"ADM-4.01 - Web-Based Inventory of Significant Policies, Programs & Projects"
Public Involvement & Notification,ADM,ADM-4.02 - Public Involvement Principles
Public Involvement & Notification,ADM,"ADM-4.03 - Standards for Neighborhood Associations, District Coalitions, Business District Associations and the Office of Neighborhood Involvement "
Public Involvement & Notification,ADM,ADM-4.04 - Citywide Web-Based Calendar
Public Involvement & Notification,ADM,ADM-4.05 - Guidelines for Public Involvement in Bureaus' Budget Advisory Committee Process
Public Involvement & Notification,ADM,"ADM-4.06 - Public Involvement Advisory Council (PIAC) 2013 Annual Report, Appointment of PIAC Members, and Direction to Carry Out Specific Activities"
Public Safety Planning & Budget,PSF,PSF-6.01 - Public Safety System Planning And Budget Process
Purchasing ,ADM,ADM-1.01 - Purchasing Policies
Purchasing ,ADM,"ADM-1.05 - Professional, Technical and Expert Services Contracting Manual"
Purchasing ,ADM,ADM-1.08 - Purchasing Board of Appeals Rules of Procedure
Purchasing ,ADM,ADM-1.09 - Sustainable Procurement Policy
Purchasing ,ADM,"ADM-1.11 - Proposal to Increase Minority-Owned, Women-Owned and Emerging Small Business Utilization in Professional, Technical and Expert Contracting"
Purchasing ,ADM,ADM-1.12 - Biofuels Requirements for Petroleum-Based Fuels Sold in Portland and City-Owned Vehicles
Purchasing ,ADM,ADM-1.13 - Assigning Confidence Ratings to Project Cost Estimates
Purchasing ,ADM,"ADM-1.14 - Professional, Technical, and Expert Policy Documents Modification to Address Minority, Women, and Emerging Small Business Subcontractor Concerns and Public Notice Requirement of City Intent to Execute Sole Source PTE Contracts"
Purchasing ,ADM,ADM-1.15 - City Equal Benefit Requirements Expansion to Include Contract Amendments and Revenue Generating Contracts (Superseded)
Purchasing ,ADM,ADM-1.17 - Sweatshop Free Procurement Policy Administrative Rules
Purchasing ,ADM,ADM-1.18 - Minority Evaluator on Contractor Evaluation and Selection Panels
Purchasing ,ADM,"ADM-1.19 - Social Equity Contracting Strategy to Increase Minority-Owned, Women-Owned and Emerging Small Business Utilization in City Contracting"
Purchasing ,ADM,ADM-1.20 - Workforce Training & Hiring Program Administrative Rules
Purchasing ,ADM,ADM-1.21 - Prime Contractor Development Program Administrative Rules
Purchasing ,ADM,ADM-1.22 - Construction Prequalification Program Administrative Rules
Purchasing ,ADM,ADM-1.23 – Subcontractor Equity Program Administrative Rules
Purchasing ,ADM,ADM-1.24 - Community Equity and Inclusion Plan - City Public Improvement Contracts
Regulatory Improvement,ENB,ENB-2.01 - Initial Regulatory Improvement Workplan Implementation
Regulatory Improvement,ENB,"ENB-2.02 - ""Top Ten"" Regulatory Code Improvement List and Code Maintenance List (FY 2002-03)"
Regulatory Improvement,ENB,ENB-2.03 - Regulatory Improvement Workplan: Workplan Elements for FY 2003-2004
Regulatory Improvement,ENB,ENB-2.04 - Process to Resolve Development Review Delays
Regulatory Improvement,ENB,ENB-2.05 - Regulatory Improvement Workplan Progress Report 
Regulatory Improvement,ENB,ENB-2.07 - Memorandum of Understanding Between the Bureau of Planning and the Bureau of Development Services
Regulatory Improvement,ENB,ENB-2.08 - Agreement For Development Services Functions Between The  Bureau Of Development Services And The Bureau Of Environmental Services
Regulatory Improvement,ENB,"ENB-2.09 - Agreement For Development Services Functions Between The Bureau Of Development Services And The Bureau Of Fire, Rescue And Emergency Services"
Regulatory Improvement,ENB,ENB-2.10 - Agreement For Development Services Functions Between The Bureau Of Development Services And The Bureau Of Parks And Recreation
Regulatory Improvement,ENB,ENB-2.11 - Agreement For Development Services Functions Between The Bureau Of Development Services And The Portland Office Of Transportation
Regulatory Improvement,ENB,ENB-2.12 - Agreement For Development Services Functions Between The Bureau Of Development Services And The Bureau Of Water Works
Regulatory Improvement,ENB,ENB-2.14 - Major Projects Group Program Fees
Revenue,ADM,ADM-14.01 - Account Management Policy
Revenue,ADM,"ADM-14.02 - Water, Sewer, and/or Stormwater Billing Appeal Policy"
Revenue,ADM,ADM-14.03 - Residential and Commercial Water and Sewer Leak Adjustment Policy
Revenue,ADM,ADM-14.04 - Collection of Personal Information Policy
Revenue,ADM,ADM-14.05 - Water Quality Credits Policy
Revenue,ADM,ADM-14.06 - Wholesale Commodity Rates for Water Delivered by City
Revenue,ADM,ADM-14.07 - Rates and Charges for Water and Water-Related Services
Revenue,ADM,ADM-14.08 - Cost Sharing Methodology for Distribution Main Extensions and Fire Hydrants Installed in the Public Right of Way
Revenue,ADM,ADM-14.09 - Collection of Delinquent Receivables in Small Claims Court
Right-of-Way & Access,TRN,TRN-8.01 - Major Encroachments in the Public Right-of-Way
Right-of-Way & Access,TRN,TRN-8.02 - N.E. Airport Way Access Management Policy
Right-of-Way & Access,TRN,TRN-8.03 -  Mud Tracked in the Public Right-of-Way
Right-of-Way & Access,TRN,TRN-8.04 - Private Sewers in the Public Right-of-Way
Right-of-Way & Access,TRN,TRN-8.05 - Security Gate & Doorswing Appeals Affecting the Right-of-Way (Repealed)
Right-of-Way & Access,TRN,"TRN-8.06 - Private Rights-of-Ways (Streets, Alleys, Shared Courts, Common Greens and Pedestrian Connections)"
Right-of-Way & Access,TRN,TRN-8.07 - Public Right-of-Way Planter Boxes (raised beds or pots) within the Furnishing Zone (planting strip) (Repealed)
Right-of-Way & Access,TRN,TRN-8.08 - Encroachments in the Public Right-of-Way
Right-of-Way & Access,TRN,"TRN-8.09 – Guidelines for Clarifying, Marking, and Expanding Pedestrian Use Zones within High Pedestrian Traffic Areas as part of the Sidewalk Management Plan"
Right-of-Way & Access,TRN,TRN-8.11 - Right of Way Leasing: Fee Structure
Right-of-Way & Access,TRN,TRN-8.12 - Safe Accommodation for Pedestrians and Cyclists In and Around Work Zones
Right-of-Way & Access,TRN,TRN-8.13 - Utility Vault or Structure for the Benefit of the Adjacent Property Owner Review Approval Process
Right-of-Way & Access,TRN,TRN-8.14 - Right-of-Way Use Enforcement Program
Right-of-Way & Access,TRN,TRN-8.15 - Exemption for Skystructures - Assisted Living & Retirement Centers Outside of Central City District
Right-of-Way & Access,TRN,TRN-8.16 - Close to Transit Map Administrative Rule
Rights-of- Way Use Permits ,TRN,TRN-10.01 - Banner Across the Right-of-Way Permits (Repealed)
Rights-of- Way Use Permits ,TRN,TRN-10.02 - House Move Permits
Rights-of- Way Use Permits ,TRN,"TRN-10.03 - Parking, Lane, Sidewalk and Street Closure Permits"
Rights-of- Way Use Permits ,TRN,TRN-10.04 - Sidewalk Cafe Permit
Rights-of- Way Use Permits ,TRN,TRN-10.05 - Sidewalk Vending Cart Permit
Rights-of- Way Use Permits ,TRN,TRN-10.06 - Portland in the Streets Program Administrative Rules
Rights-of- Way Use Permits ,TRN,TRN-10.09 - Bicycle Rack Permit
Rights-of- Way Use Permits ,TRN,TRN-10.10 - Line Queue Sidewalk Stanchion Permit
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.20 - Removal of Pay Stations/Parking Meters During Construction on Adjacent Property
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.21 - Insurance Requirements for Permits in the Public Right-Of-Way
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.22 - Street Opening Bonds
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.23 - Holiday & Rose Festival Moratorium
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.24 - Refunds on Permits Issued by Street Systems Management
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.25 - Street Naming
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.26 - Sign Adjustments in Right-of-Way
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.27 - Traffic Capacity Analysis for Land Use Review Cases
"Rights-of-Way Permits, Miscellaneous Requirements & Information",TRN,TRN-10.28 - PDOT Sponsorship Policies Regarding Public Interest Messages
"Rights-of-Way Permits, Other",TRN,TRN-10.11 - Blasting Permits
"Rights-of-Way Permits, Other",TRN,TRN-10.12 - Boring/Test Hole Permits
"Rights-of-Way Permits, Other",TRN,TRN-10.13 - Monitoring Well Permits
"Rights-of-Way Permits, Other",TRN,TRN-10.14 - Underground Tank Removal Permits
"Rights-of-Way Permits, Other",TRN,TRN-10.15 - Vapor Recovery Systems
"Rights-of-Way Permits, Other",TRN,TRN-10.16 - Railroad Crossing Affecting Right-of-Way
"Rights-of-Way Permits, Other",TRN,TRN-10.17 - Sidewalk and Driveway Permits (including Asphalt Approaches)
"Rights-of-Way Permits, Other",TRN,TRN-10.18 - Street Opening Permits to Abandon Below Grade Structures
"Rights-of-Way Permits, Other",TRN,TRN-10.19 - Utility Permits in the Right-of-Way
"Rights-of-Way Permits, Other",TRN,TRN-10.40 - Driveways on Arterial Streets
"Rights-of-Way Permits, Other",TRN,TRN-10.41 - Street Opening Permits & Pavement Restoration Requirements
"Rights-of-Way Permits, Other",TRN,TRN-10.42 - Access Requirements for Parking Structures
"Rights-of-Way Permits, Other",TRN,TRN-10.43 - Recovering the Costs of Construction Inspection and Superintendence Services for Public Street Improvement Projects
"Rights-of-Way Permits, Other",TRN,TRN-10.44 - Vertical Infrastructure in the Public Right of Way
Risk Management,ADM,ADM-11.01 - Loss Prevention Policy
Risk Management,ADM,ADM-11.02 - Risk Management Letter of Credit/Limited General Obligation Bond Policy
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.01 - Stormwater Management Manual
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.02 - Sewer Maintenance Under Streetcar Tracks
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.03 - Sanitary Discharge and Pretreatment Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.04 - Odor Control Policy for Columbia Boulevard Wastewater Treatment Plant
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.05 - System Development Charges Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.06 - Sanitary Sewer Line and Branch Connection Charges
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.07 - Sewer Development Services Programs Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.08 - BES Sewer Backflow Device Reimbursement Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.09 - Sewer and Drainage System User Charges
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.10 - Erosion and Sediment Control Manual
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.11 -  Administrative Rules for Recovering the Costs of Engineering and Superintendence Services for Public Sewer Improvement Projects During the Construction Phase
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.12 - Septage Hauler Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.13 - Administrative Rules for Discharges to the City Storm Sewer and Drainage System
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.14 - Sewer and Drainage Facilities Design Manual
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.15 - BES Enforcement Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.16 - BES Clean River Rewards Stormwater Discount Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.17 - Sanitary System Connection Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.18 - Mandatory Sewer Connection Program
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.19 - Green Streets Policy and Green Streets Cross-Bureau Phase 2 Report
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.20 - Sewer and Drainage Rates and Charges
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.21 - Downspout Disconnection Program
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.22 - BES Public Works Enforcement Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.23 - Treebate Program
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.25 - Extra Strength Charge Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,"ENB-4.26 - Fats, Oils, and Grease Removal Program Administrative Rules"
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.27 - Nonconforming Sewer Conversion Program
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.28 - BES Financial Assistance Programs
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.29 - Administrative Rules for Refunds of Sewer Connection and Repair Permit Fees
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.30 - BES Title 10 Discharge Enforcement Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.31 - Maintenance Inspection Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.32 - BES Sub-Meter Program Administrative Rules
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.33 - Administrative Rules for Use of CIPP Lining in Privately Maintained Pipe in the Public Right of Way
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.34 - Source Control Manual
"Sewer, Stormwater & Erosion Control",ENB,ENB-4.35 - Administrative Rules for Monitoring Access Structures
Sister Cities,ART,ART-1.01 - Sister City Criteria
Small Business ,ECN,ECN-1.01 - Small Business Advisory Council
Small Business ,ECN,ECN-1.02 - Small Business Advisory Council Guiding Principles
Solid Waste & Recycling,ENN,"ENN-2.01 - Commercial Solid Waste, Recycling and Composting"
Solid Waste & Recycling,ENN,"ENN-2.02 - Residential Solid Waste, Recycling & Composting"
