id,chapter_id,number,text,name,url
14B-30-040,14B-30,040, ,14B.30.040 Issuance of Exclusion Notices.,/article/15786
14B-30-050,14B-30,050, ,14B.30.050  Procedure.,/article/15787
14B-30-060,14B-30,060, ,"14B.30.060 Appeal, Review and Variances.",/article/15788
14B-30-070,14B-30,070, ,14B.30.070 Listing of Prostitution-Free Zones.,/article/15789
14B-40-010,14B-40,010, ,14B.40.010 Impoundment.,/article/15790
14B-40-020,14B-40,020, ,14B.40.020 Investigation.,/article/15791
14B-40-030,14B-40,030, ,14B.40.030  Administration and Fees.,/article/15792
14B-50-010,14B-50,010, ,14B.50.010   Certain Vehicles as Nuisances.,/article/354335
14B-50-020,14B-50,020, ,14B.50.020   Forfeiture Proceedings.,/article/327515
14B-50-030,14B-50,030, ,14B.50.030   Prostitution.,/article/354336
14B-50-035,14B-50,035, ,14B.50.035  Disbursement of Proceeds from Prostitution Forfeiture.,/article/354337
14B-50-040,14B-50,040, ,14B.50.040 Gambling.,/article/15796
14B-50-050,14B-50,050, ,14B.50.050  Money Laundering.,/article/408170
14B-50-055,14B-50,055, ,14B.50.055  Distribution of Proceeds from Money Laundering Forfeiture.,/article/408171
14B-50-060,14B-50,060, ,14B.50.060  Unlawful Operation of Private For-Hire Vehicle.,/article/529466
14B-50-065,14B-50,065, ,14B.50.065  Disbursement of Proceeds from Unlawful Operation of Private For-Hire Vehicle Forfeiture.,/article/529472
14B-60-010,14B-60,010, ,14B.60.010 Definitions.,/article/15797
14B-60-020,14B-60,020, ,14B.60.020 Violation.,/article/15798
14B-60-030,14B-60,030, ,14B.60.030 Procedure.,/article/15799
14B-60-040,14B-60,040, ,14B.60.040 Commencement of Actions; Remedies; Burden of Proof.,/article/15884
14B-60-050,14B-60,050, ,14B.60.050 Summary Closure.,/article/15885
14B-60-060,14B-60,060, ,14B.60.060 Enforcement.,/article/15886
14B-60-070,14B-60,070, ,14B.60.070 Attorney Fees.,/article/15887
14B-70-010,14B-70,010, ,14B.70.010 Definitions.,/article/15903
14B-70-020,14B-70,020, ,14B.70.020 Rental of Rooms,/article/15904
14B-70-030,14B-70,030, ,14B.70.030 Procedure.,/article/15905
14B-70-040,14B-70,040, ,14B.70.040 Appeals Process,/article/15906
14B-70-050,14B-70,050, ,14B.70.050 City Remedies.,/article/15907
14B-80-010,14B-80,010, ,14B.80.010 Declaration of Purpose.,/article/15933
14B-80-020,14B-80,020, ,14B.80.020 Graffiti Nuisance Property.,/article/15934
14B-80-030,14B-80,030, ,14B.80.030 Definitions.,/article/15935
14B-80-040,14B-80,040, ,14B.80.040 Procedures.,/article/15936
14B-85-010,14B-85,010, ,14B.85.010   Definitions,/article/168867
14B-85-020,14B-85,020, ,14B.85.020  Sale and Display of Graffiti Materials.,/article/168868
14B-85-030,14B-85,030, ,14B.85.030  Civil Penalties.,/article/168869
14B-85-040,14B-85,040, ,14B.85.040  Criminal Penalties.,/article/168870
14B-90-010,14B-90,010, ,14B.90.010  Purpose.,/article/689604
14B-90-020,14B-90,020, ,14B.90.020  Definitions.,/article/689605
14B-90-030,14B-90,030, ,14B.90.030  Permit Required.,/article/689606
14B-90-035,14B-90,035, ,14B.90.035  Minimum Standards.,/article/689607
14B-90-040,14B-90,040, ,14B.90.040  Application for Permit.,/article/689608
14B-90-050,14B-90,050, ,14B.90.050  Issuance and Renewal of Permit.,/article/689609
14B-90-060,14B-90,060, ,14B.90.060  Permit Fees.,/article/502533
14B-90-070,14B-90,070, ,14B.90.070  Subsequent Locations.,/article/689610
14B-90-080,14B-90,080, ,14B.90.080  Reporting of Secondhand Dealer Transactions.,/article/689611
14B-90-090,14B-90,090, ,14B.90.090  Regulated Property Sale Limitations.,/article/689612
14B-90-095,14B-90,095, ,14B.90.095  Release of Held or Seized Property.,/article/689613
14B-90-100,14B-90,100, ,14B.90.100  Tagging Regulated Property for Identification.,/article/689614
14B-90-110,14B-90,110, ,14B.90.110  Inspection of Property and Records.,/article/689615
14B-90-120,14B-90,120, ,14B.90.120  Prohibited Acts.,/article/689616
14B-90-130,14B-90,130, ,14B.90.130  Penalties.,/article/689617
14B-90-140,14B-90,140, ,14B.90.140  Revocation or Suspension of Permit.,/article/689618
14B-90-150,14B-90,150, ,14B.90.150  Appeals.,/article/689619
14B-90-170,14B-90,170, ,"14B.90.170  Authority of Director to Adopt Rules, Procedures and Forms.",/article/502539
14B-100-100,14B-100,100, ,14B.100.010 Purpose.,/article/15927
14B-100-100,14B-100,100, ,14B.100.020 Delegation of Application Recommendation Authority.,/article/15928
14B-100-100,14B-100,100, ,14B.100.030  Application Procedure.,/article/692825
14B-100-100,14B-100,100, ,14B.100.040 Reconsideration of Applications.,/article/15930
14B-100-100,14B-100,100, ,14B.100.050  Notification of OLCC Proceedings.,/article/692826
14B-100-100,14B-100,100, ,14B.100.060 Impact Areas.,/article/15932
14B-110-110,14B-110,110, ,14B.110.010 Purpose.,/article/15938
14B-110-110,14B-110,110, ,14B.110.020  Definitions.,/article/502540
14B-110-110,14B-110,110, ,14B.110.030 Authorization.,/article/15941
14B-110-110,14B-110,110, ,14B.110.040 Permits Required for Certain Amusement Devices.,/article/15942
14B-110-110,14B-110,110, ,"14B.110.050 Permits Required, Fees.",/article/15943
14B-110-110,14B-110,110, ,"14B.110.060  Permit Application, Issuance, Denial.",/article/502541
14B-110-110,14B-110,110, ,14B.110.070 Requirements of Permit Holders.,/article/15945
14B-110-110,14B-110,110, ,"14B.110.080   Inspection of Amusement Devices, Records, and Premises.",/article/502542
14B-110-110,14B-110,110, ,14B.110.090 Prohibited Conduct.,/article/15949
14B-110-110,14B-110,110, ,"14B.110.100 Permit Suspension, Revocation.",/article/15950
14B-110-110,14B-110,110, ,"14B.110.110   Violations, Sealing Prohibited Amusement Devices.",/article/502543
14B-110-110,14B-110,110, ,14B.110.120 Civil Penalties.,/article/15953
14B-110-110,14B-110,110, ,14B.110.130 Criminal Penalties.,/article/15954
14B-110-110,14B-110,110, ,14B.110.140 Appeals.,/article/15957
14B-120-120,14B-120,120, ,14B.120.010	Purpose.,/article/42738
14B-120-120,14B-120,120, ,14B.120.020  Definitions.,/article/692827
14B-120-120,14B-120,120, ,"14B.120.025	Authority to Adopt Rules, Procedures and Forms.",/article/42741
14B-120-120,14B-120,120, ,14B.120.030  Nuisance Activity Violations.,/article/366258
14B-120-120,14B-120,120, ,14B.120.040  Notice.,/article/366259
14B-120-120,14B-120,120, ,14B.120.050	Nuisance Abatement Plan.,/article/42745
14B-120-120,14B-120,120, ,14B.120.055	Responsible Neighbor Program.,/article/42746
14B-120-120,14B-120,120, ,14B.120.060  Enforcement.,/article/366260
14B-120-120,14B-120,120, ,14B.120.070	Hearings.,/article/42748
14B-120-120,14B-120,120, ,14B.120.080  Remedies.,/article/366261
14B-130-130,14B-130,130, ,14B.130.010  Purpose.,/article/550272
14B-130-130,14B-130,130, ,14B.130.020  Definitions.,/article/699228
14B-130-130,14B-130,130, ,14B.130.030  License Required.,/article/692832
14B-130-130,14B-130,130, ,14B.130.040  Minimum Standards.,/article/699229
14B-130-130,14B-130,130, ,14B.130.050  Application Procedure.,/article/699230
14B-130-130,14B-130,130, ,14B.130.055  Social Equity Program.,/article/699231
14B-130-130,14B-130,130, ,14B.130.060  Notice.,/article/550283
14B-130-130,14B-130,130, ,14B.130.070  Issuance and Renewal of the License.,/article/699232
14B-130-130,14B-130,130, ,14B.130.080  Requirements.,/article/699233
14B-130-130,14B-130,130, ,14B.130.090  Inspection of Property and Records.,/article/692836
14B-130-130,14B-130,130, ,14B.130.100  Penalties.,/article/622763
14B-130-130,14B-130,130, ,14B.130.110  Revocation or Suspension of License.,/article/692837
14B-130-130,14B-130,130, ,14B.130.120  Review by the Director and Appeals to the Code Hearings Officer.,/article/622767
14B-130-130,14B-130,130, ,14B.130.130  Severability.,/article/550292
14C-10-010,14C-10,010, ,14C.10.010 Purpose.,/article/15973
14C-10-020,14C-10,020, ,14C.10.020 Definitions.,/article/15974
14C-10-030,14C-10,030, ,14C.10.030 Inventories of Impounded Vehicles.,/article/15976
14C-10-040,14C-10,040, ,14C.10.040 Inventories of Persons In Police Custody.,/article/15977
14C-20-010,14C-20,010, ,14C.20.010 Maintenance of Property/Evidence Division.,/article/15978
14C-20-020,14C-20,020, ,14C.20.020 Receipts for Property.,/article/15979
14C-20-030,14C-20,030, ,14C.20.030 Records.,/article/15980
14C-20-040,14C-20,040, ,14C.20.040 Evidence Property.,/article/474891
14C-20-060,14C-20,060, ,14C.20.060 Found Property.,/article/15982
14C-30-010,14C-30,010, ,14C.30.010 Authority to Restrict Access to Certain Areas.,/article/15984
14C-30-020,14C-30,020, ,"14C.30.020  Other Police Officers Authorized to Arrest, Cite, or Take Other Enforcement Action for Violations of City Code Provisions.",/article/514494
14C-30-030,14C-30,030, ,14C.30.030 Authority to Direct Traffic on Public Rights of Way.,/article/15986
14C-30-040,14C-30,040, ,14C.30.040 Seizure and Disposition of Weapons.,/article/15989
14C-30-050,14C-30,050, ,14C.30.050 Seizure of Dangerous and Deadly Weapons for Safekeeping.,/article/15990
14C-30-060,14C-30,060, ,14C.30.060 Caretaking of Property.,/article/15992
14C-30-070,14C-30,070, ,14C.30.070 Authority of Tri-Met to Prohibit Misuse of Transit Shelters and Loading Platforms on City Property.,/article/15993
14C-30-080,14C-30,080, ,14C.30.080 Appeal of Designation as a Gang Affiliate.,/article/15994
15-04-010,15-04,010, ,15.04.010  Title.,/article/359038
15-04-020,15-04,020, ,15.04.020  Purpose.,/article/359039
15-04-030,15-04,030, ,15.04.030  Definitions.,/article/552614
15-04-040,15-04,040, ,15.04.040  Declaration of State of Emergency.,/article/552615
15-08-010,15-08,010, ,15.08.010  Succession.,/article/400296
15-08-020,15-08,020, ,15.08.020  Authority During a State of Emergency.,/article/359044
15-08-025,15-08,025, ,15.08.025  Authority during a Housing Emergency.,/article/552616
15-08-030,15-08,030, ,15.08.030  Declaration of Nuisance.,/article/359045
15-08-040,15-08,040, ,15.08.040  Enforcement and Penalties.,/article/359046
15-08-050,15-08,050, ,15.08.050  Controlling Provisions.,/article/359047
16-10-001,16-10,001, ,16.10.001 Purpose.,/article/16023
16-10-020,16-10,020, ,16.10.020 Where Regulations Apply.,/article/16025
16-10-030,16-10,030, ,16.10.030 Authority to Direct Traffic on Public Rights of Way.,/article/16026
16-10-050,16-10,050, ,16.10.050 Compliance Required.  ,/article/16027
16-10-060,16-10,060, ,16.10.060 Citations and Nuisances.,/article/16028
16-10-080,16-10,080, ,16.10.080 Altering or Erecting Traffic Control Devices.,/article/16029
16-10-100,16-10,100, ,16.10.100 Road Authority.,/article/16030
16-10-200,16-10,200, ,16.10.200  Duties of the City Traffic Engineer.  ,/article/227045
16-10-300,16-10,300, ,16.10.300  Administrative Rules and Procedures.  ,/article/227046
16-10-400,16-10,400, ,16.10.400 Regulation Standards.,/article/16033
16-10-500,16-10,500, ,16.10.500  Fees and Charges.  ,/article/314504
16-10-600,16-10,600, ,"16.10.600  Authority of Law Enforcement, Fire Officers, and Emergency Incident Commanders.",/article/157017
16-10-650,16-10,650, ,16.10.650  Parking Code Enforcement Officers.  ,/article/227048
16-10-660,16-10,660, ,16.10.660  Authority of  Bureau of Transportation Private For-Hire Transportation Program Designated Employees to Issue Civil Penalties.,/article/529148
16-20-001,16-20,001, ,16.20.001 Purpose.,/article/16038
16-20-100,16-20,100, ,16.20.100 General Parking Methods.,/article/16039
16-20-110,16-20,110, ,16.20.110 Generally.,/article/16041
16-20-120,16-20,120, ,16.20.120 Prohibited Parking or Stopping of a Vehicle.,/article/16044
16-20-130,16-20,130, ,16.20.130 Prohibited in Specified Places.,/article/16046
16-20-150,16-20,150, ,16.20.150 Prohibited Practices.,/article/16047
16-20-160,16-20,160, ,16.20.160  Use of Streets in Lieu of Off street Parking or Storage Prohibited.,/article/499242
16-20-170,16-20,170, ,16.20.170 Storing Property on Street Prohibited.,/article/16049
16-20-190,16-20,190, ,16.20.190 Successive Violations.,/article/16050
16-20-200,16-20,200, ,16.20.200 Regulated Parking Zones.,/article/16051
16-20-201,16-20,201, ,16.20.201 Purpose.,/article/16052
16-20-203,16-20,203, ,16.20.203 Regulated Parking Zone Designations.,/article/16053
16-20-205,16-20,205, ,16.20.205 Enforcement of Regulated Parking Zones.,/article/16054
16-20-210,16-20,210, ,16.20.210 No Parking Zones.,/article/16055
16-20-213,16-20,213, ,16.20.213 No Stopping or Parking Zone.,/article/16056
16-20-215,16-20,215, ,16.20.215 Theater Zone.,/article/16057
16-20-220,16-20,220, ,16.20.220 Truck Loading Zones.,/article/16058
16-20-230,16-20,230, ,16.20.230 Bus Zone.,/article/16059
16-20-235,16-20,235, ,16.20.235 Tri-Met Bus Zone.,/article/16060
16-20-240,16-20,240, ,16.20.240 Taxi Zone.,/article/16062
16-20-250,16-20,250, ,16.20.250  Disabled Person/Wheelchair User Zone.,/article/499222
16-20-260,16-20,260, ,16.20.260 Time Zones.,/article/16064
16-20-270,16-20,270, ,16.20.270 Carpool Zone.,/article/16066
16-20-280,16-20,280, ,16.20.280 Official/Reserved Zones.,/article/16067
16-20-400,16-20,400, ,16.20.400  Metered Parking Zones.,/article/16068
16-20-401,16-20,401, ,16.20.401 Purpose.,/article/16069
16-20-405,16-20,405, ,16.20.405 Enforcement of Metered Parking Spaces.,/article/16071
16-20-410,16-20,410, ,"16.20.410 Administration of Meters, City of Portland Owned and Operated Property.",/article/16072
16-20-420,16-20,420, ,16.20.420  Determination of Meter District Boundaries.,/article/227052
16-20-430,16-20,430, ,16.20.430 Meter Time (on City of Portland Right-of-Way).,/article/16074
16-20-431,16-20,431, ,16.20.431  City of Portland Owned or Operated Property.,/article/227054
16-20-440,16-20,440, ,16.20.440  Meter Fees.,/article/499223
16-20-445,16-20,445, ,16.20.445 Pay Stations.,/article/16077
16-20-450,16-20,450, ,16.20.450 Obstruction of Meters.,/article/16078
16-20-460,16-20,460, ,16.20.460 Parking Space Reservation.,/article/16079
16-20-470,16-20,470, ,"16.20.470 Injury to or Theft From Meters; Unauthorized Possession of Implements, Invalid Receipt.",/article/16080
16-20-500,16-20,500, ,16.20.500 General Parking Permits.,/article/16081
16-20-501,16-20,501, ,16.20.501 Purpose.,/article/16082
16-20-503,16-20,503, ,16.20.503 Current Approval Required Before Use.,/article/16083
16-20-505,16-20,505, ,16.20.505 All Traffic Laws Apply to Permit Holder.,/article/16084
16-20-510,16-20,510, ,16.20.510 Construction Area Permit.,/article/16085
16-20-520,16-20,520, ,16.20.520 Maintenance Hood Permit.,/article/16086
16-20-530,16-20,530, ,16.20.530 Temporary Truck Loading Area Permit.,/article/16087
16-20-540,16-20,540, ,16.20.540 Angle Loading Permit.,/article/16088
16-20-550,16-20,550, ,16.20.550 Travel Lane Parking Permit.,/article/16089
16-20-560,16-20,560, ,16.20.560  Special Use Permit.,/article/227056
16-20-595,16-20,595, ,16.20.595 Improper Use. ,/article/16093
16-20-600,16-20,600, ,16.20.600 Vehicle Parking Permits.,/article/16094
16-20-601,16-20,601, ,16.20.601 Purpose.,/article/16095
16-20-603,16-20,603, ,16.20.603 Current Approval Required Before Use.,/article/16096
16-20-605,16-20,605, ,16.20.605 All Traffic Laws Apply to Permit Holder.,/article/16097
16-20-610,16-20,610, ,16.20.610 Media Permit.,/article/16098
16-20-620,16-20,620, ,16.20.620 Commercial Permit.,/article/16099
16-20-621,16-20,621, ,16.20.621  Disabled Resident Permit.,/article/499224
16-20-622,16-20,622, ,16.20.622  Disabled Employee Permit.,/article/499226
16-20-630,16-20,630, ,16.20.630 Delivery Permit.,/article/16101
16-20-640,16-20,640, ,16.20.640  Disabled Person Placard – Metered Districts.,/article/499228
16-20-641,16-20,641, ,16.20.641  Disabled Person Placard – Non-Metered Regulated Parking Zone.,/article/499229
16-20-645,16-20,645, ,16.20.645  Wheelchair User Disabled Person Parking Placard.,/article/499233
16-20-650,16-20,650, ,16.20.650 Government Permit.,/article/16103
16-20-660,16-20,660, ,16.20.660 Nonprofit Permit.,/article/16104
16-20-670,16-20,670, ,16.20.670 Carpool Permit for Metered Parking.,/article/16105
16-20-675,16-20,675, ,16.20.675 Carpool Zone Permit.,/article/16106
16-20-680,16-20,680, ,16.20.680 Other Permit.,/article/16107
16-20-695,16-20,695, ,16.20.695 Improper Use.,/article/16108
16-20-800,16-20,800, ,16.20.800 Area Parking Permit Program.,/article/16109
16-20-801,16-20,801, ,16.20.801 Purpose.,/article/16110
16-20-810,16-20,810, ,16.20.810  Definitions.,/article/692839
16-20-830,16-20,830, ,16.20.830 Area Eligibility.,/article/16112
16-20-840,16-20,840, ,16.20.840 Process.,/article/16113
16-20-850,16-20,850, ,16.20.850  Program Administration.,/article/314505
16-20-860,16-20,860, ,16.20.860 Violation and Enforcement.,/article/16115
16-20-900,16-20,900, ,16.20.900  City Owned Parking Garages.,/article/403267
16-20-910,16-20,910, ,16.20.910  Rules of Conduct.,/article/403269
16-20-920,16-20,920, ,16.20.920  Garage Parking Rates.,/article/734808
16-30-001,16-30,001, ,16.30.001 Purpose.,/article/16116
16-30-100,16-30,100, ,16.30.100  Authority to Tow Vehicles and Establish Hearing Procedures.,/article/664738
16-30-200,16-30,200, ,16.30.200 Vehicle Towing.,/article/16118
16-30-210,16-30,210, ,16.30.210  When a Vehicle May be Towed.,/article/541043
16-30-220,16-30,220, ,16.30.220 Towing Without Prior Notice.,/article/16121
16-30-225,16-30,225, ,16.30.225 Towing with 24 Hour or 72 Hour Notice.,/article/16122
16-30-230,16-30,230, ,16.30.230 When Notice Required Before Towing.,/article/16123
16-30-240,16-30,240, ,16.30.240  Towing and Immobilization upon Order of Circuit Court.,/article/588637
16-30-300,16-30,300, ,16.30.300 Notice of Vehicle Tow.,/article/16125
16-30-310,16-30,310, ,16.30.310 Notice Prior to Tow.,/article/16127
16-30-320,16-30,320, ,16.30.320 Notice After Vehicle Tow.,/article/16128
16-30-340,16-30,340, ,16.30.340 Unidentifiable Vehicle.,/article/16129
16-30-350,16-30,350, ,16.30.350 Notice to Contest Tow When Vehicle Claimed.,/article/16130
16-30-400,16-30,400, ,16.30.400 Tow Hearing Procedure.,/article/16131
16-30-410,16-30,410, ,16.30.410 Request for Hearing.,/article/16132
16-30-420,16-30,420, ,16.30.420 Hearing Procedure.,/article/16133
16-30-430,16-30,430, ,16.30.430 When Tow Found Invalid.,/article/16134
16-30-440,16-30,440, ,16.30.440 When Tow Found Valid.,/article/16135
16-30-450,16-30,450, ,16.30.450  Hearing Administration.,/article/588638
16-30-500,16-30,500, ,16.30.500 Fee Payments and Vehicle Release Procedure.,/article/16137
16-30-510,16-30,510, ,16.30.510 Towing and Storage Rates.,/article/16138
16-30-520,16-30,520, ,16.30.520 Charges and Release of Vehicle.,/article/16139
16-30-530,16-30,530, ,16.30.530 When Tow Found Invalid.,/article/16140
16-30-540,16-30,540, ,16.30.540 When Tow Found Valid.,/article/16141
16-30-550,16-30,550, ,16.30.550 Storage Charges at Completion of Hearing.,/article/16143
16-30-600,16-30,600, ,16.30.600 Selling Abandoned Vehicles.,/article/16144
16-30-610,16-30,610, ,16.30.610 When a Vehicle May be Sold.,/article/16145
16-30-620,16-30,620, ,16.30.620 Sale of Vehicles.,/article/16146
16-30-700,16-30,700, ,16.30.700 Moving Vehicles For Street and Utility Maintenance and For Emergencies.,/article/16147
16-30-710,16-30,710, ,16.30.710  Authority To Move Vehicles.,/article/664739
16-30-720,16-30,720, ,16.30.720  When a Vehicle May be Moved.,/article/664740
16-30-730,16-30,730, ,16.30.730 Manner of Moving Vehicle.,/article/16152
16-30-800,16-30,800, ,16.30.800 Regulation of Towers.,/article/16154
16-30-810,16-30,810, ,16.30.810 Solicitation of Towing Business at Accidents Prohibited.,/article/16155
16-30-820,16-30,820, ,16.30.820 Obstructing Traffic.,/article/16157
16-30-830,16-30,830, ,16.30.830 Failure to Remove Injurious Substance.,/article/16158
16-35-010,16-35,010, ,16.35.010  Purpose.,/article/541027
16-35-020,16-35,020, ,16.35.020  Controlling Requirements for Parking.,/article/541029
16-35-100,16-35,100, ,16.35.100  Upper Northwest Parking Area Regulations.,/article/541031
16-35-110,16-35,110, ,16.35.110  Upper Northwest Parking Definitions.,/article/541032
16-35-120,16-35,120, ,16.35.120  Upper Northwest Permit Violation and Enforcement.,/article/541033
16-35-130,16-35,130, ,16.35.130  Upper Northwest Meter Violation and Enforcement.,/article/541035
16-35-200,16-35,200, ,16.35.200  Central Eastside Industrial Area Permit Parking Regulations.,/article/541036
16-35-210,16-35,210, ,16.35.210  Central Eastside Industrial Area Permit Parking.,/article/541037
16-35-220,16-35,220, ,16.35.220  Central Eastside Industrial Area (CEID) Violations and Enforcement.,/article/541038
16-40-010,16-40,010, ,16.40.010  PFHT Program Purpose and Provisions.,/article/649129
16-40-020,16-40,020, ,"16.40.020  Chapter Applies to All Companies, Drivers, and Vehicles.",/article/689620
16-40-030,16-40,030, ,16.40.030  Definitions.,/article/689621
16-40-100,16-40,100, ,16.40.100  Taxi Services Permits Required.,/article/649132
16-40-110,16-40,110, ,16.40.110  Taxi Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689622
16-40-120,16-40,120, ,16.40.120  Taxi Services Permit Fees and Civil Penalty Fines.,/article/689623
16-40-130,16-40,130, ,16.40.130  Taxi Company Insurance Requirements.,/article/649135
16-40-140,16-40,140, ,16.40.140  Taxi Company Operating Responsibilities and Prohibitions.,/article/689624
16-40-150,16-40,150, ,16.40.150  Taxicab Vehicle Certification Requirements.,/article/649137
16-40-160,16-40,160, ,16.40.160  Taxicab Vehicle Operating Requirements and Prohibitions.,/article/689625
16-40-170,16-40,170, ,16.40.170  Taxi Driver Certification Requirements.,/article/689626
16-40-180,16-40,180, ,"16.40.180  Taxi Driver Conduct, Requirements and Prohibitions.",/article/689627
16-40-190,16-40,190, ,16.40.190  Taxi Company Accessible Service Requirements.,/article/689628
16-40-200,16-40,200, ,16.40.200  TNC Services Permits Required.,/article/689629
16-40-210,16-40,210, ,16.40.210  TNC Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689765
16-40-220,16-40,220, ,16.40.220  TNC Services Permit Fees and Civil Penalty Fines.,/article/689630
16-40-230,16-40,230, ,16.40.230  TNC Insurance Requirements.,/article/689631
16-40-240,16-40,240, ,16.40.240  TNC Operating Responsibilities and Prohibitions.,/article/689632
16-40-250,16-40,250, ,16.40.250  TNC Vehicle Certification Requirements.,/article/689633
16-40-260,16-40,260, ,16.40.260  TNC Vehicle Operating Requirements and Prohibitions.,/article/689634
16-40-270,16-40,270, ,16.40.270  TNC Driver Certification Requirements.,/article/689635
16-40-280,16-40,280, ,16.40.280  TNC Driver Conduct Requirements and Prohibitions.,/article/689636
16-40-290,16-40,290, ,16.40.290  TNC Accessible Service Requirements.,/article/689637
16-40-300,16-40,300, ,16.40.300  Executive Town Car Service Permits Required.,/article/649155
16-40-310,16-40,310, ,16.40.310  Executive Town Car Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689638
16-40-320,16-40,320, ,16.40.320  Executive Town Car Services Permit Fees.,/article/649157
16-40-330,16-40,330, ,16.40.330  Executive Town Car Company Insurance Requirements.,/article/649158
16-40-340,16-40,340, ,16.40.340  Executive Town Car Company Operating Responsibilities and Prohibitions.,/article/689639
16-40-350,16-40,350, ,16.40.350  Executive Town Car Vehicle Certification Requirements.,/article/649162
16-40-360,16-40,360, ,16.40.360  Executive Town Car Vehicle Operating Requirements and Prohibitions.,/article/689640
16-40-370,16-40,370, ,16.40.370  Executive Town Car Driver Certification Requirements.,/article/689641
16-40-380,16-40,380, ,16.40.380  Executive Town Car Driver Conduct Requirements and Prohibitions.,/article/689642
16-40-400,16-40,400, ,16.40.400  Shuttle Services Permits Required.,/article/649169
16-40-410,16-40,410, ,16.40.410  Shuttle Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689643
16-40-420,16-40,420, ,16.40.420  Shuttle Services Permit Fees.,/article/689644
16-40-430,16-40,430, ,16.40.430  Shuttle Company Insurance Requirements.,/article/649177
16-40-440,16-40,440, ,16.40.440  Shuttle Company Operating Responsibilities and Prohibitions.,/article/689645
16-40-450,16-40,450, ,16.40.450  Shuttle Vehicle Certification Requirements.,/article/649179
16-40-460,16-40,460, ,16.40.460  Shuttle Vehicle Operating Requirements and Prohibitions.,/article/689646
16-40-470,16-40,470, ,16.40.470  Shuttle Driver Certification Requirements.,/article/689647
16-40-480,16-40,480, ,16.40.480  Shuttle Driver Conduct Requirements and Prohibitions.,/article/689648
16-40-490,16-40,490, ,16.40.490  Shuttle Company Accessible Service Requirements.,/article/689649
16-40-500,16-40,500, ,16.40.500  Pedicab and Quadricycle Services Permits Required.,/article/649186
16-40-510,16-40,510, ,16.40.510  Pedicab and Quadricycle Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689650
16-40-520,16-40,520, ,16.40.520  Pedicab and Quadricycle Services Permit Fees.,/article/689651
16-40-530,16-40,530, ,16.40.530  Pedicab and Quadricycle Insurance Requirements.,/article/649191
16-40-540,16-40,540, ,16.40.540  Pedicab Operating Responsibilities and Prohibitions.,/article/689652
16-40-550,16-40,550, ,16.40.550  Pedicab and Quadricycle Vehicle Certification and Operating Requirements.,/article/649194
16-40-560,16-40,560, ,16.40.560  Pedicab and Quadricycle Driver Certification and Operating Requirements.,/article/689653
16-40-570,16-40,570, ,16.40.570  Pedicab and Quadricycle Driver Conduct Requirements and Prohibitions.,/article/689654
16-40-600,16-40,600, ,16.40.600  LPT Service Permits Required.,/article/649221
16-40-610,16-40,610, ,16.40.610  LPT Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689655
16-40-620,16-40,620, ,16.40.620  LPT Services Permit Fees.,/article/689656
16-40-630,16-40,630, ,16.40.630  LPT Company Insurance Requirements.,/article/689657
16-40-640,16-40,640, ,16.40.640  LPT Company Operating Responsibilities and Prohibitions.,/article/689658
16-40-650,16-40,650, ,16.40.650  LPT Vehicle Certification Requirements.,/article/649227
16-40-660,16-40,660, ,16.40.660  LPT Vehicle Operating Requirements and Prohibitions.,/article/689659
16-40-670,16-40,670, ,16.40.670  LPT Driver Certification Requirements.,/article/689660
16-40-680,16-40,680, ,16.40.680  LPT Driver Conduct Requirements and Prohibitions.,/article/689661
16-40-700,16-40,700, ,16.40.700  NEMT Services Permits Required.,/article/649231
16-40-710,16-40,710, ,16.40.710  NEMT Company Permit Application Standards for Approval and/or Denial and Certification Requirements.,/article/689662
16-40-720,16-40,720, ,16.40.720  NEMT Services Permit Fees and Civil Penalty Fines.,/article/689663
16-40-730,16-40,730, ,16.40.730  NEMT Company Insurance Requirements.,/article/649234
16-40-740,16-40,740, ,16.40.740  NEMT Company Operating Responsibilities and Prohibitions.,/article/689664
16-40-750,16-40,750, ,16.40.750  NEMT Vehicle Certification Requirements.,/article/649236
16-40-760,16-40,760, ,16.40.760  NEMT Vehicle Operating Requirements and Prohibitions.,/article/689665
16-40-770,16-40,770, ,16.40.770  NEMT Driver Certification Requirements.,/article/689666
16-40-780,16-40,780, ,"16.40.780  NEMT Driver Conduct, Requirements and Prohibitions.",/article/689667
16-40-800,16-40,800, ,16.40.800  Horse-Drawn Carriage Company Permits Required − Application Process and Requirements.,/article/689668
16-40-810,16-40,810, ,16.40.810  Horse-Drawn Carriage Driver Permits Required − Application Process and Requirements.,/article/689669
16-40-820,16-40,820, ,16.40.820  Horse-Drawn Carriage Permit and Plate Required — Application Process and Requirements.,/article/649243
16-40-830,16-40,830, ,16.40.830  Horse-Drawn Carriage Insurance Requirements.,/article/649244
16-40-840,16-40,840, ,"16.40.840  Horse-Drawn Carriage Temperature, Time, and Place Restrictions.",/article/649245
