id,article_id,number,title,TEXT,URL
5-117,5-5,117,Section 5-117  Benefits and Pensions to Surviving Spouses and Children in Service Connected or Occupational Disability Deaths.,"<p>If any member shall die prior to retirement from an injury suffered in line of duty, or sickness caused by the performance of duty, or as a result of an occupational disability of heart disease, hernia of the abdominal cavity or diaphragm, tuberculosis, or pneumonia (except terminal pneumonia), and shall leave a Surviving Spouse, said Surviving Spouse shall be entitled to benefits or pension as herein provided, while remaining unmarried.&nbsp; Said benefits shall be paid from the Fund and shall be at the rate of fifty percent of the current salary of a First Class Fire Fighter or First Class Police Officer, as the case may be, until such time as the deceased member would have had thirty (30) years of active service or would have reached compulsory retirement age, had the member lived, whichever event would have first occurred, at which time said Surviving Spouse while unmarried shall receive a monthly pension from the Fund.&nbsp; A qualified Surviving Spouse's pension shall be computed in accordance with the Survivor Annuity Table as set forth in Section 5&#8209;118 and shall be based on the deceased member's years of active service at compulsory retirement age, had the member lived, but in no event shall it exceed the maximum pension allowable to a Surviving Spouse.</p>
<p>An additional percentage allowance for a Dependent Minor Child or children shall be paid from the Fund to a Surviving Spouse qualified to receive benefits or pension under this Section.&nbsp; This allowance shall be based on the qualified Surviving Spouse's benefit or pension amount and shall be according to the following percentages:&nbsp; twenty&#8209;five percent for one Dependent Minor Child, fifteen percent for the second Dependent Minor Child, and ten percent in toto for all other Dependent Minor Children over two (2) in number.&nbsp; In the event the Dependent Minor Child or children are not in fact substantially supported by the Surviving Spouse, the additional percentage allowance for such Dependent Minor Child or children shall be paid not to the Surviving Spouse, as provided above, but shall be paid to the Dependent Minor Child or shall be divided equally among the Dependent Minor Children, as the case may be.&nbsp; The additional allowance shall be reduced or shall cease when the child or children are no longer Dependent Minor Children.</p>
<p>If there be no Surviving Spouse qualified to receive a Surviving Spouse's benefits or pension, or if the Surviving Spouse becomes disqualified, then the Dependent Minor Child or children of such deceased member shall receive the benefits or pension to which a Surviving Spouse without Dependent Minor Child or children would have been entitled, as heretofore provided in this Section, to be divided equally among them, if there is more than one.&nbsp; Any Dependent Minor Child's interest in said benefits or pension shall cease when is no longer a Dependent Minor Child.</p>
<p>If any member shall die prior to retirement from any causes specified in the first paragraph of this Section, leaving a Dependent Minor Child or children of a former marriage or marriages and a qualified Surviving Spouse, then the qualified Surviving Spouse's benefits or pension, as the case may be, plus children's allowances to which the Surviving Spouse might be entitled were all the children of the Surviving Spouse, shall be divided with the Dependent Minor Child or children of all marriages, fifty percent to said qualified Surviving Spouse, and fifty percent to the Dependent Minor Child or children of all the marriages to be divided equally among said children.&nbsp; Any Dependent Minor Child's interest in said benefits or pension plus allowances, if any, shall cease when the child is no longer a Dependent Minor Child as defined herein, and any qualified Surviving Spouse's right to an additional allowance for a Dependent Minor Child shall cease under the same conditions.</p>
<p>A Surviving Spouse is disqualified and the Surviving Spouse's right to any benefits or pension from this Fund is thereafter and forever terminated when the Surviving Spouse remarries.</p>
<p>All persons deriving benefits from the death of any one member under the provisions of this Section may elect, if the Board after hearing finds it to be financially beneficial to the Fund, to receive collectively a five thousand dollar ($5,000) cash settlement from the Fund in lieu of all further claims to benefits and/or pension.&nbsp; Said cash settlement shall not be paid if the deceased member was at the time of his or her death or within (1) one year thereafter would have been eligible for a maximum pension or would have reached compulsory retirement age.</p>",/citycode/article/146227
5-116,5-5,116,Section 5-116  Benefits for Nonservice Connected Disability.,"<p>Any member who is in active service and who has at least one (1) year of active service and who becomes incapacitated from performing his required duties on account of injury or sickness not service connected, and who at the time of said disability was either a recipient of disability benefits under Section 5&#8209;115 of this Article or was contributing to the Fund from his current or her salary in accordance with the provisions of this article, shall, upon the cessation of his or her sick leave benefits for such cause and upon cessation of his or her current salary other than vacation pay, be entitled to benefits equal to his or her maximum earned pension, but in no event less than twenty percent of the then current salary of a First Class Fire Fighter or First Class Police Officer, as the case may be, until he or she recovers, or if he or she has not recovered, until he or she reaches compulsory retirement age.&nbsp; If a member reaches compulsory retirement age while receiving nonservice &#8209;connected disability benefits under this Section, such benefits shall cease forthwith, and the member shall be retired by the Board and shall receive his or her maximum earned pension.&nbsp; All applications for benefits under this Section shall be duly verified and accompanied by a certificate from a legally licensed physician setting forth the cause or basis of the disability claimed.&nbsp; The Board shall determine whether the applicant for benefits meets the requirements herein set forth.</p>
<p>No member shall be given benefits under this Section if the Board finds that said disability can probably be successfully corrected by competent medical or psychiatric treatment or both, and said member fails or refuses to be so treated.&nbsp; In the event of recovery of any member from nonservice&#8209;connected disability prior to retirement as attested by the member's attending physician and the concurring approval of the Board's physician, the chief in charge of the respective bureau shall authorize return to work of such member subject to subsequent certification by the Board, which certification shall be retroactive to the time the member returns to work.&nbsp; Such return to duty shall not be subject to other time limitations on such return contained elsewhere in this Charter.&nbsp; Said member returning to service shall be restored to service in the rank the member occupied at the time of his or her disability.</p>
<p>A member shall not be entitled to benefits from the Fund under the provisions of this Section during any period while the member is not a resident of the State of <!--?xml:namespace prefix = st1 /?-->Oregon, unless the Board has specially waived the requirement as permitted in this Article.</p>
<p>No member shall receive benefits under this Section as a result of the following:&nbsp; willful injuries; injuries sustained while willfully doing an unlawful act; or weakness, illness or disability resulting directly or indirectly from immoral practices or the habitual excessive use of or addiction to use of alcoholic beverages or narcotic drugs.</p>",/citycode/article/146226
5-115,5-5,115,Section 5-115  Benefits for Service Connected Disability or Occupational Disability.,"<p>Upon duly verified application of a member and a finding by the Board that through injury suffered in line of duty, or sickness caused by the performance of duty, the member is or has been unable to perform his or her required duties, said member shall be paid service&#8209;connected disability benefits equal to but not in excess of his full salary from the Fund until such member recovers or for a period of one (1) year, whichever period is shorter.&nbsp; A member accepting service&#8209;connected disability benefits waives any right such member may have against the City of Portland as a result of said disability.&nbsp; In the event that said member has not recovered at the end of one (1) year, the member shall receive after said first year and until the member recovers, but for a period of not to exceed three (3) additional years, service&#8209;connected disability benefits from the Fund equal to but not in excess of the member's full salary but in no event in excess of the then current salary of a First Class Fire Fighter or First Class Police Officer, as the case may be.&nbsp; If the service&#8209;connected disability continues after the end of four (4) years, the member shall be paid benefits from the Fund in an amount equal to sixty percent of the then current salary of a First Class Fire Fighter or First Class Police Officer, as the case may be, until the member recovers or if the member does not recover until the member reaches compulsory retirement age.&nbsp; Upon reaching compulsory retirement age, said member shall be retired by the Board and shall receive his or her maximum earned pension.&nbsp; In the event a member, disabled from an injury in line of duty or sickness caused by the performance of duty, reaches compulsory retirement age before the expiration of one (1) year from the date of such disability, said member shall be paid benefits equal to the member's full salary from the Fund until the member recovers or for one (1) year from the date of such disability, whichever event first occurs, at which time the member shall be retired at his or her maximum earned pension.&nbsp; A member receiving service&#8209;connected disability benefits upon reaching compulsory retirement age, shall not receive any payments from the Fund in excess of such member's maximum earned pension except as hereinbefore provided plus such medical and hospital expenses as are authorized in this Article.</p>
<p>For the purpose of this Act the disabilities of heart disease, hernia of the abdominal cavity or diaphragm, tuberculosis and pneumonia (except terminal pneumonia) are occupational disabilities and a member so disabled shall not be considered to have suffered injury in line of duty or sickness caused by the performance of duty, but shall be entitled to the same benefits from the Fund as a member injured in line of duty or in the performance of duty until the member recovers or for the period of one (1) year from the date of such disability, whichever period is shorter, at which time the member shall be paid benefits from the Fund in an amount equal to sixty percent of the then current salary of a First Class Fire Fighter or a First Class Police Officer, as the case may be, until the member recovers or if the member has not recovered until he reaches compulsory retirement age, at which time the member shall be retired by the Board and shall receive his or her maximum earned pension.&nbsp; If such occupational disability occurs within one (1) year prior to the member's compulsory retirement date said member shall be paid benefits from the Fund equal to the member's full salary until he recovers or for a period of one (1) year from the date of said disability, whichever period is the shorter and in the event the member has not recovered from said disability after the expiration of said one (1) year period, said member shall be retired by the Board and shall receive his or her maximum earned pension.&nbsp; A member in accepting occupational disability benefits waives any right such member may have against the City of Portland as a result of said disability.</p>
<p>No member shall be given service&#8209;connected disability benefits or occupational disability benefits if the Board finds that said disability can probably be successfully corrected by competent medical or psychiatric treatment, or both, and said member fails or refuses to be so treated.</p>
<p>In the event of recovery of any member from service&#8209; connected disability or occupational disability prior to retirement, as attested by the member's attending physician, and the concurring approval of the Board's physician, the chief in charge of the respective bureau shall authorize return to work of such member, subject to the subsequent certification by the Board, which shall be retroactive to the time the member returns to work.&nbsp; Such return to work shall not be subject to other time limitations on such return contained elsewhere in this Charter.&nbsp; Said member returning to service shall be restored to service in the rank the member occupied at the time of his or her disability and his or her disability benefits shall cease upon restoration to service.</p>
<p>In the event a member is unable to perform his or her required duties from a recurrence of a prior service&#8209;connected disability, the period of such recurrence or periods of successive recurrences from the same original sickness or injury shall be added to the period or periods of prior disability for the purpose of computing total disability benefits to which the member is entitled, provided, however, if one (1) year or more lapse from the date of recovery from such original sickness or injury, the subsequent period of such recurrence or periods of successive recurrences of such disability shall be treated as a new disability for the purpose of computing benefits.</p>
<p>A member shall not be entitled to benefits from the Fund under the provisions of this Section during any period while such member is not a resident of the State of Oregon unless the Board has specially waived the requirement as permitted in this Article.</p>
<p>An additional percentage allowance for Dependent Minor Children shall be paid from the Fund to a member receiving under this section a sum equal to sixty percent of the then current salary of a First Class Fire Fighter or First Class Police Officer, as the case may be, until said member reaches age sixty&#8209;four (64).&nbsp; This allowance shall be based on the member's benefit amount and shall be according to the following percentages:&nbsp; Twenty&#8209;five percent for one Dependent Minor Child, fifteen percent for the second Dependent Minor Child, and ten percent in toto for all other Dependent Minor Children over two (2) in number.&nbsp; The additional allowance shall be reduced or shall cease when the child or children are no longer Dependent Minor Children.</p>
<p>Medical and hospital expenses of a member shall be payable from the Fund only in accordance with the following provisions:&nbsp; All medical and hospital expenses arising from a service&#8209; connected disability under this Section shall be paid from the Fund until the member's retirement pursuant to any Section of this Chapter; after retirement, if the member was off duty at the time of said member's retirement as the result of a service&#8209;connected disability, such medical and hospital expenses for the same service&#8209;connected disability shall continue to be paid from the Fund until the member's recovery from such disability; all medical and hospital expenses arising from an occupational disability under this Section shall be paid from the Fund until the expiration of one (1) year from the date of such disability or retirement of the member, whichever event occurs first.</p>
<p>No member shall be eligible to receive benefits under this section, in lieu of benefits under Section 5&#8209;116, for an occupational disability incurred while receiving benefits under Section 5&#8209;116, unless such occupational disability is incurred within two (2) years after such member had commenced and continued to receive benefits under Section 5&#8209;116, or unless such occupational disability is a recurrence of an occupational disability which became disabling and was compensated for under Section 5&#8209;115.</p>",/citycode/article/146225
5-114,5-5,114,Section 5-114  Compulsory Retirement.,"<p>Any member who has reached his or her sixty&#8209;fourth (64th) birthday anniversary shall be retired by the Board forthwith, subject to the provisions of the following Section relating to retirement of members receiving benefits upon service&#8209;connected or occupational disabilities; provided, however, that the Chief Engineer of the Bureau of Fire (Chief of the Bureau of Fire) and the Chief of the Bureau of Police who hold such positions on the effective date of this Act shall not be retired under the provisions of this Section prior to August&nbsp;1, 1968.&nbsp; Any member retired under the provisions of this Section having any service less than thirty (30) years, shall be retired at the member's earned portion of the maximum pension.</p>",/citycode/article/146223
5-113,5-5,113,"Section 5-113  Retirement, Resignation, and Discharge.","<p>The Board of Trustees shall, upon duly verified written application by any member who shall have been an active member for thirty (30) years and who shall have reached the age of fifty (50) years, retire and relieve said member from service and said member shall receive a monthly pension equal to the earned portion of a maximum pension as hereinafter defined, and said pension shall cease upon the member's death except as hereinafter provided.</p>
<p>The Board of Trustees shall, upon duly verified written application by any member who shall have been an active member for twenty&#8209;five (25) years and who shall have reached the age of fifty (50) years, retire and relieve said member from service and said member shall be paid a monthly pension equal to the earned portion of a maximum pension as hereinafter defined, and said pension shall cease upon the member's death except as hereinafter provided.</p>
<p>The Board of Trustees shall, upon duly verified written application by any member who shall have been an active member for twenty (20) years and who shall have reached the age of fifty&#8209;five (55) years, retire and relieve said member from service, and said member shall be paid monthly a pension equal to the earned portion of a maximum pension as hereinafter defined, and said pension shall cease upon the member's death except as hereinafter provided.</p>
<p>The Board of Trustees may upon its own motion and by two&#8209; thirds (2/3) vote of the entire Board, relieve from service any aged, disabled or infirm member whom it finds unfit for the performance of his or her duty.&nbsp; The Board may by majority vote require any member to appear, submit to and undergo mental or physical examinations by its physician or such additional physicians or psychiatrists as it may appoint.&nbsp; In such cases review of determination based upon the findings of the Board's physicians or psychiatrists may be had as provided in Section 5&#8209;107.&nbsp; The member so relieved shall receive his or her earned portion of the maximum pension as hereinafter set forth.&nbsp; Said pension shall cease at the member's death, except as hereinafter provided.</p>
<p>Any member coming within the provisions of this Article having twenty (20) years or more of active service who is discharged shall be entitled to receive his earned portion of the maximum pension upon reaching that age at which such member would otherwise have been eligible to receive the maximum pension had such member not been so discharged; or the member may elect to receive at the time of discharge a refund of all contributions made by the member, less the amount of non&#8209; service connected disability benefits paid to the member from the Fund or previously established pension funds.</p>
<p>Any member who shall resign after five (5) years of active service shall receive at that time a refund of all his or her contributions made as a regular member during the member's entire service in his or her Bureau, less the amount of non&#8209;service connected disability benefits paid to the member from the Fund or previously established pension funds.</p>
<p>Any member who shall be discharged after five (5) years of active service but before completing twenty (20) years of active service, shall receive at that time a refund of all contributions made by him or her, less the amount of non&#8209; service connected disability benefits paid to such member from the Fund or previously established pension funds.</p>
<p>Contributions made by a member while such member was a temporary employee shall not be included in computing contributions made by the member for funds.&nbsp; Any member who shall resign or be discharged before completing five (5) years of active service shall not be entitled to refunds of any contributions paid.</p>",/citycode/article/146222
7-101,7-1,101,Section 7-101 Public Moneys and Accounting.,"<p style=""padding-left: 30px;""><strong>1.</strong> The Council shall by ordinance provide a system for the collection, custody and disbursements of all public moneys, not inconsistent with the provisions of statute and this Charter, and shall by ordinance provide a system of accounting for the City, which shall be so planned as to enable a clear and intelligent statement to be made of the financial affairs of the City from time to time as provided by this Charter.</p>
<p style=""padding-left: 30px;""><strong>2.</strong> The City Officer responsible for accounting shall keep an account of all moneys paid into and out of the treasury. The City Officer responsible for accounting shall keep a register of warrants, check-warrants and checks, showing the funds upon which they are drawn, the numbers, in whose favor, and the appropriations, if any, applicable to the payment thereof.</p>
<p style=""padding-left: 30px;""><strong>3.</strong> The chief financial officer of the City shall give information as to the exact condition of the treasury and of every appropriation and Fund thereof under control of the Council, upon demand of the Mayor, or the Council, or any Commissioner or the Auditor. The chief financial officer of the City shall keep the records and accounts of the City in a complete and intelligible manner, but may keep a summary of departmental or bureau records and accounts where he or she finds such summary to be sufficient. He or she shall make an annual statement to the Council showing the receipts and disbursements of the City and the state of each particular Fund and the City's financial condition as soon as records are complete after the close of business on the last day of each fiscal year. The annual report shall contain an accurate statement in summarized form of the financial receipts of the City from all sources and of the expenditures of the City for all purposes, together with a detailed statement of the debt of said City, of the purposes for which said debt has been incurred, and of the accounts of said City with grantees of franchises and the names of the present owners of each thereof, and a summary of the assets and liabilities of the City. [May 3, 1913, new sec. 84; rev. 1914, sec. 185; 1928 pub., sec. 185; 1942 recod., sec. 7-101; am. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994.]</p>",/citycode/article/21519
7-102,7-1,102,Section 7-102 Expenditures.,"<p>No money shall be expended or payment made from any fund of the City, except assessment, trust, agency, revolving or working capital funds, until an appropriation shall be made therefor, but this requirement shall not apply to judgments or lawful investments. An ordinance making an appropriation of money shall not contain a provision on any other subject.</p>
<p>All obligations for interest on the bonded indebtedness of the City and other fixed charges shall be paid as the same mature, or in accordance with the terms of contract or law.</p>
<p>Any liability or liabilities willfully incurred by the Council to be paid in any fiscal year, which singly or in the aggregate shall be in excess of the revenues and receipts for such a year, shall be null and void.</p>
<p>The Council may by ordinance limit the expenditures of every department of the City government, except interest charges and other charges fixed by contract or by this Charter during each fiscal year, or during any month thereof, and any contracts made, debts created or liability willfully incurred in excess of the amounts authorized by the Council, where the Council may so limit the expenditures of moneys, shall be null and void, and the Council shall not authorize any expenditures during any fiscal year, nor shall any liability or liabilities be incurred by or on account of the City of Portland, to be paid in any particular fiscal year (for the payment of which approval of the Council shall be necessary) which singly or in the aggregate shall be in excess of the revenues and receipts received or available during such year, applicable, or made applicable by transfer, to the payment of such liability or liabilities. Nothing contained in this Charter shall authorize the enforcement against or collection from said City, on account of any debt, contract or liability, of any sum in excess of the limitations prescribed in this Section.</p>
<p>The City shall issue no warrants or other evidences of indebtedness, except upon special assessment funds, and the payment of judgments against the City, unless there is money in the treasury applicable to the payment of the same on presentation, and all evidences of indebtedness issued contrary to this provision shall be null and void. Any member of the Council knowingly voting to incur any liability or to create any debt in excess of the amount limited and authorized by the law, shall be deemed guilty of malfeasance in office, and for such malfeasance such member may be removed from office. [Ch. 1903, sec. 117; am. May 3, 1913, sec. 91; rev. 1914, sec. 193; 1928 pub., sec. 193; 1942 recod., sec. 7-102; am. Nov. 6, 1962.]</p>",/citycode/article/21520
7-103,7-1,103,Section 7-103 Demands for Payment.,"<p>Every demand upon the City for payment of money out of the treasury, must, before it can be paid, be presented to the chief financial officer of the City, who shall examine such demand to satisfy himself or herself whether the money is legally due and payable, and out of what Fund it is payable. No demand shall be approved or paid unless it specify each several item, date and amount composing it, and have endorsed thereon the legal authority for its payment. However, the provisions of this paragraph shall not apply to demands for payment out of funds from which any officers, boards or Commissioners are empowered by this Charter or other law to require payment without Council authorization, nor to requisitions, checks or warrants thereon. The chief financial officer of the City shall keep an official record of all demands examined by the chief financial officer of the City showing the number, date, amount, name of the payee and against what appropriation, if any, drawn and out of what Fund payable. The chief financial officer of the City shall not allow any demand out of its order to give priority to one demand over another drawn upon the same specific Fund, except that when liability for any claim presented is not sufficiently apparent to the chief financial officer of the City, he or she may delay the payment thereof until such liability shall be determined. [Ch. 1903, sec. 274; rev. 1914, sec. 69; 1928 pub., sec. 69; 1942 recod., sec. 2-406 and 2-407; rev. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994.]</p>",/citycode/article/21521
7-104,7-1,104,"Section 7-104 Demands, Nonallowance.","<p>No demand shall be allowed by the chief financial officer of the City in favor of any corporation or person indebted to the City in any manner, except for assessments or taxes not delinquent, without first deducting the amount of any indebtedness then due of which the chief financial officer has notice, nor in favor of any person having the collection, custody or disbursement of public funds, unless such person's account has been presented, passed, approved and allowed as herein required, nor in favor of any officer determined by the Mayor or Commissioner In Charge to have neglected to make his or her official returns or reports in the manner and at the time required by law, ordinance or the regulation of the Council, or to have neglected or refused to comply with any of the provisions of law regulating such officer's duties, nor in favor of any officer or employee found by the Mayor or Commissioner In Charge to have absented himself or herself without legal cause or duly granted leave of absence from the duties of his or her office during office hours, after such determination has been transmitted and filed with the chief financial officer. [Ch. 1903, sec. 277; am. May 3, 1913, sec. 101; rev. 1914, sec. 72; 1928 pub., sec. 72; 1942 recod., sec. 2-409; rev. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21522
7-105,7-1,105,Section 7-105 Warrants.,"<p>When payment of a demand has been authorized by the Council and approved as provided in this article, the Mayor and Auditor shall draw warrants on the Treasurer therefor. Such warrants must be signed by the Mayor and attested by the Auditor; but no warrants, except such as are issued upon funds created by special assessments, or warrants issued in settlement of judgments of the courts, shall be drawn signed by the Mayor or attested by the Auditor until the money for the payment thereof is in the hands or under the control of the City Treasurer. Check-warrants countersigned by the Treasurer, checks signed by the Treasurer, or other method of payment authorized by law may be used in lieu of warrants. Such check-warrants or checks shall be drawn upon a bank in which the Treasurer has deposited money for such purpose. [Ch. 1903, sec. 280; rev. 1914, sec. 75; 1928 pub., sec. 75; 1942 recod., sec. 2-412; rev. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994.]</p>",/citycode/article/21523
7-106,7-1,106,Section 7-106 Transfers from Funds.,"<p>It shall be lawful to transfer money from the General Fund to any other fund of the City and from the bonded indebtedness interest fund to the Improvement Bond Interest Fund, and to make any transfer permitted by statute, and the Council may provide that money transferred must be returned to the fund from which it was transferred. [Ch. 1903, sec. 115; am. May 3, 1913, sec. 89; rev. 1914, sec. 191; 1928 pub., sec. 191; 1942 recod., sec. 7-103; am. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21524
7-107,7-1,107,Section 7-107 Reversions to General Fund.,"<p>When the necessity for maintaining any fund of the City has ceased to exist and a balance remains in such fund, the Council shall so declare by ordinance, and upon such declaration, such balance shall be forthwith transferred to the General Fund unless other provisions have been made in the original creation of the fund. However, the purposes of a special fund may be enlarged for similar objects. [Ch. 1903, sec. 116; am. May 3, 1913, sec. 90; rev. 1914, sec. 192; am. May 17, 1918; 1928 pub., sec. 192; 1942, recod., sec. 7-104; am. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21525
7-108,7-1,108,Section 7-108 Investments.,"<p>Whenever bonds of the City of Portland are offered for sale, and there is a balance to the credit of any fund, not invested, said bonds may be awarded at par and accrued interest to the City Treasurer for the nearest practical amount, to consume said balance, and shall be held by the City Treasurer as an investment for said fund. When the bonds of the City of Portland are not offered for sale at a time or in sufficient amount to provide for the investing of any such balance, the Council may provide for investing the same in any general obligations of the United States Government, State of Oregon, the City of Portland, Multnomah County, School District No. 1 of Multnomah County or Port of Portland, or in any other bonds or investments permitted by statute, and to that end the Council may authorize the Treasurer to purchase the same on the open market if there is an established market therefor, or to submit a bid for any such bonds which are about to be issued for sale, or may authorize the Treasurer to advertise for proposals from persons holding any such bonds. Purchase of bonds upon bids shall be made by the Council on the basis of the most advantageous bid received, reserving the right to reject any and all bids. All interest received from such investments shall be credited to the fund from which the investment was made unless specifically provided otherwise by Charter or statute, provided, that two (2) or more funds may be joined in one investment, a suitable provision being made for keeping an account of the amount invested from each fund and making an apportionment of the interest and principal when received. The Council may sell any bond or investment so purchased, when the same may not be payable at or near the time when such funds may be needed for the purpose for which the sinking fund or special fund was created, on the open market, if there is an established market for such investments, or, if there is no such established market, to the highest and best bidder after advertising for proposals in the City official newspaper by publication for at least five (5) days. Pending the investment as herein provided of any surplus or idle funds, the same shall be deposited in a depository bank which has qualified and been selected as a depository pursuant to statute. [Ch. 1903, sec. 116; am. May 3, 1913, sec. 90; rev. 1914, sec. 192; am. May 17, 1918; 1928 pub., sec. 192; 1942 recod., sec. 7-104; rev. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21526
7-109,7-1,109,Section 7-109 Independent Audits.,"<p>At the close of each fiscal year the books and accounts and the financial affairs and transactions of the City shall be audited by an independent licensed public accountant or firm of such accountants appointed by the City Auditor with the approval of the Council. Such audits shall also be made for various departments, as provided in this Charter. The City Auditor may from time to time and as often as he or she shall deem necessary, have like audit made of the books and accounts, and the financial affairs and transactions of the City or any part of City government. [May 3, 1913, new sec. 34; rev. 1914, sec. 195; 1928 pub., sec. 195; 1942 recod., sec. 7-106; am. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994.]</p>",/citycode/article/21527
7-110,7-1,110,Section 7-110 Annual Tax Levy.,"<p>The Council shall, subject to applicable statutory provisions and at the time provided by law, levy upon all property not exempt from taxation, taxes for the coming fiscal year, as follows:</p>
<p style=""padding-left: 30px;""><strong>1</strong>.&nbsp; A tax to provide for the payment of the expenses of the City, subject to constitutional limitations, aside from any special levy or levies authorized for said year and aside from any levy for the payment of bonded indebtedness and interest thereon. The proceeds from the tax levy so made shall be credited to the General Fund.</p>
<p style=""padding-left: 30px;""><strong>2.</strong> Also a tax sufficient to meet the interest on the bonded indebtedness of the City to be credited to the Bonded Indebtedness Interest Fund.</p>
<p style=""padding-left: 30px;""><strong>3.</strong> Also a tax of not less than four-tenths of one mill on each dollar valuation not exempt from taxation to provide for the purchase of securities as an investment and/or payment or redemption of the bonded indebtedness of the City, to be credited to the sinking funds, or bond redemption funds. In all cases a tax shall be levied sufficient to provide for principal repayments on general obligations of the City.</p>
<p style=""padding-left: 30px;""><strong>4.</strong> Nothing herein contained authorizing general or special tax levies shall affect the right or power of other commissions to levy a tax as provided elsewhere in this Charter.</p>
<p style=""padding-left: 30px;""><strong>5.</strong> At the same time other levies of taxes are made and in addition to tax levies authorized by the Charter or other authorizations by the voters, the Council shall levy each year a special tax of three-tenths of a mill on each dollar of the assessed valuation of the property in the City of Portland not exempt from taxation, which shall be credited each year to the Fire and Police Disability and Retirement Fund provided for by Section 5-101 of the Charter and said special tax of three-tenths of a mill shall be in addition to all other taxes which may be levied according to law.</p>
<p style=""padding-left: 30px;""><strong>6.</strong> Nothing herein contained shall affect the right, power or duty of the Council to levy special taxes heretofore or hereafter authorized by the voters, and special taxes authorized and found necessary shall be levied.</p>
<p>[Ch. 1903, sec. 114; am. June 5, 1905; am. May 3, 1913, sec. 88; rev. 1914, sec. 190; am. July 1, 1926; 1928 pub., sec. 190; am. Nov. 6, 1928; am. Nov. 5, 1940; 1942 recod., sec. 7-110; rev. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21528
7-111,7-1,111,Section 7-111 Interim Borrowing.,"<p>The Council of the City of Portland is hereby authorized to borrow from time to time sufficient funds to meet the current expenses of the City of Portland during each fiscal year pending the collection of the annual tax levy for such fiscal year. [1942 recod., sec. 7-110, par. 7; rev. Nov. 6, 1962; am. May 18, 1994.]</p>",/citycode/article/21529
7-112,7-1,112,Section 7-112 Limited Special Tax Levies.,"<p>Special taxes for fixed amounts or limited terms, may be levied and collected at the same time and in the same manner as other tax levies, upon approval by a majority of the City electors voting thereon. Measures for such special tax levies shall be submitted to the electors in the form of separate acts at a general or special election as authorizations or directions to the City Council or other levying body, without provision for amendment to this Charter. Copies of such measures approved by the voting majority shall be kept by the City officer responsible for accounting in a separate Current Special Tax Levy Register, and shall be public records having the same effect as though included in this Charter by amendment. All such authorizations for special tax levies not fully used or which have not fully expired by their terms, which were included in the City Charter at the time of passage of this amendment or approved at the time of passage of this amendment, shall be continued in full force and effect regardless of deletion from the Charter and shall be included by the City officer responsible for accounting in the Current Special Tax Levy Register. After the authority for a special tax levy has been fully used or has expired, it shall be removed from the current register and placed in a File of Completed Special Tax Levies. This Section shall not apply to authorizations to levy special taxes which by the provisions thereof, grant continuing authority from year to year without period limitations, notwithstanding stated maximum amounts or millage limits on the taxes which may be levied for any one year. Such authorizations shall continue as part of this Charter. [New sec. Nov. 6, 1962; am. May 20, 1986; am. May 18, 1994.]</p>",/citycode/article/21530
