CATEGORY_NAME,CONTENT_ID,DEPTH,END_DATE,EVENT_NAME,EVENT_TYPE_NAME,EXPIRE_DATE,LAST_UPDATED_DATE,LENGTH,LOCATION,PUBLISH_DATE,START_DATE,STATUS,SUMMARY_TEXT,TEXT,URL,NEIGHBORHOOD
NW and Inner SW Events,778822,2,2021-07-22 00:00:00 UTC,"Old Town Land Use Committee Meeting ",Land Use Planning,,2020-11-25 03:05:10 UTC,,,2020-11-25 03:05:09 UTC,2021-07-21 22:30:00 UTC,A,,<p>contact for meeting access planning@pdxoldtown.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778822,Old Town
SE Events,755799,2,2021-07-22 04:00:00 UTC,Mt. Tabor NA General Meeting,Meetings,,2020-03-05 00:06:52 UTC,,"Presbyterian Church, 5441 SE Belmont",,2021-07-22 02:00:00 UTC,A,,<p>Mt Tabor neighborhood association general meeting. No meetings in December.</p>,https://www.portlandoregon.gov/civic/article/755799,Mt. Tabor
SW Events,779862,2,2021-07-22 04:00:00 UTC,"Southwest Neighborhoods, Inc. Transportation Committee",Neighborhood/Business Association Meeting,,2021-01-04 20:27:30 UTC,,Virtual - see swni.org/calendar for details,,2021-07-22 02:00:00 UTC,A,"Contact: Katherine Christensen, transportation-chair@swni.org. Website: https://swni.org/transportation-committee",,https://www.portlandoregon.gov/civic/article/779862,Southwest
Central NE Events,780590,2,2021-07-23 04:00:00 UTC,Hollywood Neighborhood Association (HNA) General Meeting,Neighborhood/Business Association Meeting,,2021-01-28 21:43:47 UTC,,,2021-01-28 20:54:00 UTC,2021-07-23 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/780590,Hollywood
SE Events,756008,2,2021-07-27 04:00:00 UTC,Creston-Kenilworth Board Meeting,Meetings,,2020-03-05 00:23:20 UTC,,"Shut Up and Eat, 3848 SE Gladstone St, Portland, OR 97202, USA",,2021-07-27 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/756008,Creston-Kenilworth
Central NE Events,780828,2,2021-07-28 03:00:00 UTC,Cully Association of Neighbors (CAN) Board Meeting,Neighborhood/Business Association Meeting,,2021-02-02 21:04:25 UTC,,,2021-02-02 21:03:00 UTC,2021-07-28 01:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/780828,Cully
SE Events,756043,2,2021-07-28 04:00:00 UTC,Laurelhurst NA Meeting,Meetings,,2020-03-05 00:25:15 UTC,,"All Saints Church, 3847 NE Glisan Street",,2021-07-28 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/756043,Laurelhurst
SW Events,779889,2,2021-07-28 03:45:00 UTC,Far Southwest Neighborhood Association,Neighborhood/Business Association Meeting,,2021-01-04 20:38:05 UTC,,Virtual - see swni.org/calendar for details,,2021-07-28 02:00:00 UTC,A,"Conatct: George Vranas, george@farswpdx.org. Website: https://swni.org/far-southwest",,https://www.portlandoregon.gov/civic/article/779889,Far Southwest
SW Events,779903,2,2021-07-29 04:00:00 UTC,"Southwest Neighborhoods, Inc. Board",Neighborhood/Business Association Meeting,,2021-01-04 20:40:44 UTC,,Virtual - see swni.org/calendar for details,,2021-07-29 02:00:00 UTC,A,"Contact Leslie Hammond, president@swni.org. Website: https://swni.org/board",,https://www.portlandoregon.gov/civic/article/779903,Southwest
Inner NE Events,781865,2,2021-08-02 03:00:00 UTC,Northeast Coalition of Neighborhoods,Community Events,,2021-03-03 22:32:38 UTC,,email for meeting link/ location,,2021-08-02 01:30:00 UTC,A,Northeast Coalition of Neighborhoods,"<p>Visit www.necoalition.org or email info@necoaltion.org for details, agendas and meeting links</p>",https://www.portlandoregon.gov/civic/article/781865,Northeast
NW and Inner SW Events,778847,2,2021-08-04 02:30:00 UTC,Pearl District Land Use & Transportation Meeting,Land Use Planning,,2020-11-25 03:04:29 UTC,,,2020-11-25 03:04:29 UTC,2021-08-04 01:00:00 UTC,A,,<p>contact for meeting access planning@pearldistrict.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778847,Pearl District
Inner NE Events,782026,2,2021-08-04 03:00:00 UTC,King Neighborhood Association,Neighborhood Event,,2021-03-05 23:59:23 UTC,,Check website for location,,2021-08-04 01:30:00 UTC,A,King Neighborhood Association,"<p>King Neighborhood Association meets&nbsp;<strong>first Tuesday</strong>&nbsp;of every month 6:30PM-8PM. Please visit&nbsp;https://kingneighborhood.org/ for more information, location/ meeting links.&nbsp;</p>",https://www.portlandoregon.gov/civic/article/782026,King
SW Events,779819,2,2021-08-04 04:00:00 UTC,Homestead Neighborhood Association,Neighborhood/Business Association Meeting,,2021-01-04 18:58:57 UTC,,Virtual - see swni.org/calendar for details,,2021-08-04 02:00:00 UTC,A,Contact: contact@homesteadna.org. Website: homesteadna.org,,https://www.portlandoregon.gov/civic/article/779819,Homestead
Central NE Events,780830,2,2021-08-04 04:00:00 UTC,Rose City Park (RCPNA) Board Meeting,Neighborhood/Business Association Meeting,,2021-02-02 21:12:37 UTC,,,2021-02-02 21:12:00 UTC,2021-08-04 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/780830,Rose City Park
North Events,756669,2,2021-08-05 03:00:00 UTC,North Portland Parks Advisory Group,Community Events,,2020-03-13 01:48:10 UTC,,"Kenton Firehouse, 8105 N Brandon Ave",,2021-08-05 01:00:00 UTC,A,Supporting parks in North Portland,,https://www.portlandoregon.gov/civic/article/756669,North
Inner NE Events,781828,2,2021-08-05 03:00:00 UTC,"Concordia Neighborhood Association ",Community Events,,2021-03-03 21:55:52 UTC,,Check website for location,,2021-08-05 01:30:00 UTC,A,Concordia Neighborhood Association,"<p>Please visit&nbsp;http://concordiapdx.org/ for more info or&nbsp;www.facebook.com/groups/ConcordiaPDX/<a href=""https://www.facebook.com/groups/ConcordiaPDX/""><br /></a></p>",https://www.portlandoregon.gov/civic/article/781828,Concordia
Inner NE Events,781833,2,2021-08-05 03:00:00 UTC,"Concordia Neighborhood Association ",Community Events,,2021-03-03 21:56:00 UTC,,Check website for location,,2021-08-05 01:30:00 UTC,A,Concordia Neighborhood Association,"<p>Please visit&nbsp;http://concordiapdx.org/ for more info or&nbsp;www.facebook.com/groups/ConcordiaPDX/<a href=""https://www.facebook.com/groups/ConcordiaPDX/""><br /></a></p>",https://www.portlandoregon.gov/civic/article/781833,Concordia
SE Events,755135,2,2021-08-05 03:00:00 UTC,Woodstock NA Meeting,Meetings,,2020-03-04 21:57:34 UTC,,"Woodstock Community Center, 5905 SE 43rd Ave, Portland, OR",,2021-08-05 02:00:00 UTC,A,Woodstock neighborhood association general meeting,"<p>For more information, please visit: <a href=""http://woodstockpdx.org/"">http://woodstockpdx.org/</a></p>",https://www.portlandoregon.gov/civic/article/755135,Woodstock
SW Events,767972,2,2021-08-05 04:00:00 UTC,South Portland Neighborhood Association,Neighborhood/Business Association Meeting,,2020-11-01 23:19:39 UTC,,Virtual - see swni.org/calendar for details,,2021-08-05 02:00:00 UTC,A,"Contact Michael Kaplan, president@southportlandna.org. Website: southportlandna.org",,https://www.portlandoregon.gov/civic/article/767972,South
SE Events,755344,2,2021-08-06 04:00:00 UTC,Brentwood Darlington NA Meeting,Community Events,,2020-03-04 22:37:23 UTC,,"Brentwood-Darlington Community Center, 7211 SE 62nd Avenue, Portland, OR, United States",,2021-08-06 02:00:00 UTC,A,,"<p><span style=""font-size: 1.1em;"">The Brentwood-Darlington Neighborhood Association meets on the first Thursday of the month at 7 PM, Brentwood-Darlington Community Center, 7211 SE 62nd Avenue. Anyone with an interest in the Brentwood-Darlington neighborhood is welcome to join us. There is time each meeting for new business or to deal with livability issues neighbors are experiencing. Please join us.</span></p>",https://www.portlandoregon.gov/civic/article/755344,Brentwood
SE Events,755383,2,2021-08-10 03:30:00 UTC,Foster-Powell NA Meetings,Meetings,,2020-03-04 22:46:36 UTC,,TBD - Check www.fosterpowell.com for location,,2021-08-09 13:30:00 UTC,A,,"<p>The Foster-Powell Neighborhood Association meets on the second Monday of the month at 6:30 PM, 5339 SE Foster Rd, Portland, OR 97206</p>
<p>&nbsp;</p>
<p>No meeting held in August.</p>",https://www.portlandoregon.gov/civic/article/755383,Foster-Powell
SE Events,755425,2,2021-08-10 00:00:00 UTC,Richmond NA Board Meeting,Meetings,,2020-03-04 22:50:38 UTC,,Waverly Heights Congregational United Church of Christ - 3300 SE Woodward Street,,2021-08-09 15:00:00 UTC,A,,<p>No meeting in January.</p>,https://www.portlandoregon.gov/civic/article/755425,Richmond
NW and Inner SW Events,778600,2,2021-08-10 02:30:00 UTC,Arlington Heights NA Board Meeting,Neighborhood/Business Association Meeting,,2020-11-19 00:48:28 UTC,,"virtual, contact president@arlingtonheightspdx.org ",,2021-08-10 01:00:00 UTC,A,,"<p>virtual, contact president@arlingtonheightspdx.org for meeting access</p>",https://www.portlandoregon.gov/civic/article/778600,Arlington Heights
SE Events,755469,2,2021-08-10 04:00:00 UTC,Montavilla NA Board Meeting,Community Events,,2020-03-04 23:09:29 UTC,,"Montavilla United Methodist Church, 232 SE 80th",,2021-08-10 01:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/755469,Montavilla
Central NE Events,708566,2,2021-08-10 03:30:00 UTC,Beaumont-Wilshire Neighborhood Association (BWNA) General Meeting,Neighborhood/Business Association Meeting,,2021-01-28 21:44:16 UTC,," Bethany Lutheran Church, basement activity room, N.E. Skidmore & 37th",2019-01-03 00:00:00 UTC,2021-08-10 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/708566,Beaumont-Wilshire
SE Events,755512,2,2021-08-11 03:00:00 UTC,Reed NA Meeting,Meetings,,2020-03-04 23:11:33 UTC,,Reed College Performing Arts Building - 3203 SE Woodstock Boulevard,,2021-08-11 01:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/755512,Reed
Central NE Events,780831,2,2021-08-11 04:00:00 UTC,Cully Association of Neighbors (CAN) Board Meeting,Neighborhood/Business Association Meeting,,2021-02-02 21:13:15 UTC,,,2021-02-02 21:12:00 UTC,2021-08-11 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/780831,Cully
SW Events,781720,2,2021-08-11 03:00:00 UTC,Arnold Creek Neighborhood Association,Neighborhood/Business Association Meeting,,2021-04-06 14:28:42 UTC,,Virtual - see arnoldcreek.org for details,2021-04-06 14:28:42 UTC,2021-08-11 02:00:00 UTC,A,"Contact Kathryn Daly and Sharon Keast, president@arnoldcreek.org. Website: arnoldcreek.org",,https://www.portlandoregon.gov/civic/article/781720,Arnold Creek
NW and Inner SW Events,778811,2,2021-08-11 20:00:00 UTC,Old Town Community Association Board Meeting,Neighborhood/Business Association Meeting,,2020-11-25 02:54:00 UTC,,,2020-11-25 02:54:00 UTC,2021-08-11 18:30:00 UTC,A,,<p>contact for meeting access chair@PDXoldtown.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778811,Old Town
NW and Inner SW Events,782222,2,2021-05-14 19:00:00 UTC,"Community Conversation: ""What is the difference between tokenization and inclusion?""",Seminar/Workshop/Class,,2021-05-03 21:47:44 UTC,,virtual,2021-03-15 23:37:00 UTC,2021-05-14 18:00:00 UTC,A,,"<p>Take the opportunity to sit down with your neighbors and chat about what you&rsquo;d like to see in your neighborhood over a cup of coffee! NWNW&rsquo;s Community Caf&eacute; Conversations (C3) provide a prompt for lively conversation about what diversity, equity, and inclusion means to you and your neighborhood. Grab your beverage of choice and join us via Zoom!&nbsp;</p>
<p>The conversation topic for May is,&nbsp;&ldquo;What is the difference between tokenization and inclusion?&rdquo;</p>
<p>See <a href=""http://www.nwnw.org/calendar"">www.nwnw.org/calendar</a> for zoom link</p>",https://www.portlandoregon.gov/civic/article/782222,Northwest
NW and Inner SW Events,778658,2,2021-05-18 02:30:00 UTC,NW District Association Board Meeting,Neighborhood/Business Association Meeting,,2020-11-25 02:54:51 UTC,,,2020-11-25 02:54:51 UTC,2021-05-18 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;president@northwestdistrictassociation.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778658,Northwest District
SE Events,755693,2,2021-05-18 04:00:00 UTC,SE Uplift Land Use & Transportation Committee meeting,Land Use Planning,,2020-03-04 23:29:44 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-05-18 02:00:00 UTC,A,,"<pre>The monthly SE Uplift Land Use and Transportation Committee (LUTC) meeting welcomes all residents, community organizations, and neighborhood Land Use/Transportation Representatives. <br />We hear from content experts on a variety of land use and transportation related topics, network, and keep in tune to projects happening in Southeast and across Portland. <br />The LUTC meets the third Monday of every month except in August and December. Contact Leah Fisher, Neighborhood Planning Program Manager if you'd like to request/propose an agenda item. </pre>
<p><br /><br /></p>",https://www.portlandoregon.gov/civic/article/755693,Southeast
NW and Inner SW Events,778943,2,2021-05-18 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:52:15 UTC,,,,2021-05-18 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778943,Portland Downtown
SE Events,755760,2,2021-05-19 04:00:00 UTC,Hosford Abernethy NA General Meeting,Meetings,,2020-03-04 23:34:26 UTC,,"Carvlin Hall, St Philip Neri Campus, 2408 SE 16th Ave",,2021-05-19 02:00:00 UTC,A,,"<p>Hosford Abernethy Neighborhood Development meets on the third Tuesday of the month at 7 PM, St. Phillip Neri Church, 2408 SE 16th Avenue.</p>
<p>No meetings in August and December.</p>",https://www.portlandoregon.gov/civic/article/755760,Hosford-Abernethy
East Events,751437,2,2021-05-20 03:30:00 UTC,East Portland Land Use and Transportation Committee,Community Events,,2020-01-13 22:16:51 UTC,,"EPCO | 1017 NE 117th Ave. Portland, OR 97220",2020-01-13 22:16:51 UTC,2021-05-20 01:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/751437,Northeast
SE Events,755831,2,2021-05-20 04:00:00 UTC,SMILE NA Board Meeting,Meetings,,2020-03-05 00:09:51 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-05-20 02:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/755831,Sellwood-Moreland
NW and Inner SW Events,782223,2,2021-05-21 01:30:00 UTC,"Community Conversation: ""What is the difference between tokenization and inclusion?""",Seminar/Workshop/Class,,2021-03-15 23:43:54 UTC,,virtual,2021-03-15 23:41:00 UTC,2021-05-21 00:30:00 UTC,A,,"<p>Take the opportunity to sit down with your neighbors and chat about what you&rsquo;d like to see in your neighborhood over a cup of coffee! NWNW&rsquo;s Community Caf&eacute; Conversations (C3) provide a prompt for lively conversation about what diversity, equity, and inclusion means to you and your neighborhood. Grab your beverage of choice and join us via Zoom!&nbsp;</p>
<p>The conversation topic for May is,&nbsp;&ldquo;What is the difference between tokenization and inclusion?&rdquo;</p>
<p>See&nbsp;<a href=""http://www.nwnw.org/calendar"">www.nwnw.org/calendar</a>&nbsp;for zoom link</p>",https://www.portlandoregon.gov/civic/article/782223,Northwest
SE Events,755971,2,2021-05-25 00:00:00 UTC,ArdenwaArdenwald Johnson-Creek NA Meeting,Meetings,,2020-03-05 00:20:50 UTC,,Milwaukie Cafe and Bottleshop (9401 SE 32nd Ave),,2021-05-24 15:00:00 UTC,A,,"<p><a href=""http://www.ardenwald.org/"">http://www.ardenwald.org/</a></p>
<p>Regular neighborhood meetings are held on the fourth Monday of the month.&nbsp;&nbsp;In December, the Holiday Potluck takes place in lieu of the meeting.</p>
<p>&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755971,Ardenwald-Johnson Creek
NW and Inner SW Events,778868,2,2021-05-26 03:00:00 UTC,Downtown Neighborhood Association Meeting,Neighborhood/Business Association Meeting,,2020-11-25 03:25:21 UTC,,,,2021-05-26 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;communications@portlanddowntownna.com&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778868,Portland Downtown
NW and Inner SW Events,782208,2,2021-05-28 02:00:00 UTC,Introduction to Intersectionality,Seminar/Workshop/Class,,2021-03-16 00:07:32 UTC,,virtual event,2021-03-15 19:55:00 UTC,2021-05-28 00:00:00 UTC,A,,"<div><span style=""font-size: 12px;"">Want to start creating change in your neighborhood but don&rsquo;t know where to start? Enter NWNW&rsquo;s&nbsp;</span><em style=""font-size: 12px;"">Active Allies Workshops</em><span style=""font-size: 12px;"">, designed to help hone your skills of building equity and inclusion practices. These workshops
are dedicated to empowering you through providing you with the DEI skills to have difficult conversations, educate others, and foster equity and diversity in your neighborhood!&nbsp;</span></div>
<div>Register here:&nbsp;<a rel=""noopener"" href=""https://forms.gle/8mELrcYrkjenFTxAA"" target=""_blank"">https://forms.gle/8mELrcYrkjenFTxAA</a><br /><br /></div>
<p><strong>Contact:&nbsp;</strong>Rhys Ornstein-Hawes<br /><strong>Email:</strong>&nbsp;<a class=""poplinks"" href=""mailto:rhys@nwnw.org?subject=Let%E2%80%99s%20Talk%20Microaggressions!"">rhys@nwnw.org</a></p>",https://www.portlandoregon.gov/civic/article/782208,Northwest
NW and Inner SW Events,778932,2,2021-06-01 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:48:46 UTC,,,,2021-06-01 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778932,Portland Downtown
Inner NE Events,782037,2,2021-06-02 04:00:00 UTC,Sullivans Gulch Neighborhood Association Meetings,Neighborhood Event,,2021-03-06 00:04:13 UTC,,Check website for location,,2021-06-02 01:00:00 UTC,A,Sullivans Gulch Neighborhood Association,"<p>Sullivan's Gulch Neighborhood Association meets first Tuesdays at 7:30-9; LUTC meeting first Tuesdays, 6-7:30</p>
<div>Please check website for meeting location/Zoom link at&nbsp;<a href=""http://sullivansgulch.org/"" target=""_blank"" data-saferedirecturl=""https://www.google.com/url?q=http://SullivansGulch.org&amp;source=gmail&amp;ust=1615072014445000&amp;usg=AFQjCNF3qI6nVam1I2Mr_9FE1aVQzLCuww"">SullivansGulch.org</a></div>",https://www.portlandoregon.gov/civic/article/782037,Sullivan's Gulch
SE Events,755099,2,2021-06-03 03:30:00 UTC,Mt Scott Arletta NA General Meeting,Meetings,,2020-03-04 21:51:22 UTC,,"Mt Scott Community Center & Pool, 5530 SE 72nd Ave, Portland, OR 97206, USA",,2021-06-03 01:30:00 UTC,A,Mt. Scott Arleta Neighborhood Association General Meeting,"<p>The Mt. Scott-Arleta Neighborhood Association meets on the first Wednesday of the month at 6:30 PM, Mt. Scott Community Center, 5530 SE 72nd Avenue.</p>
<p>No meeting in August.</p>",https://www.portlandoregon.gov/civic/article/755099,Mt. Scott-Arleta
NW and Inner SW Events,778634,2,2021-06-03 04:00:00 UTC,GHFL Planning & Zoning Cmte,Land Use Planning,,2020-11-25 03:05:53 UTC,,virtual,2020-11-25 03:05:53 UTC,2021-06-03 02:00:00 UTC,A,,<p>contact info@goosehollow.org for meeting access</p>,https://www.portlandoregon.gov/civic/article/778634,Mt. Scott-Arleta
SE Events,755167,2,2021-06-03 04:00:00 UTC,SMILE NA General Meeting,Meetings,,2020-03-04 22:03:19 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-06-03 02:30:00 UTC,A,Sellwood-Moreland Neighborhood Association General Meeting,,https://www.portlandoregon.gov/civic/article/755167,Sellwood-Moreland
NW and Inner SW Events,782224,2,2021-06-04 19:00:00 UTC,Community Conversation: Sparking Diversity Conversations,Seminar/Workshop/Class,,2021-03-15 23:46:39 UTC,,,2021-03-15 23:44:00 UTC,2021-06-04 18:00:00 UTC,A,,"<p>Take the opportunity to sit down with your neighbors and chat about what you&rsquo;d like to see in your neighborhood over a cup of coffee! NWNW&rsquo;s Community Caf&eacute; Conversations (C3) provide a prompt for lively conversation about what diversity, equity, and inclusion means to you and your neighborhood. Grab your beverage of choice and join us via Zoom!&nbsp;</p>
<p>The conversation topic for June is,&nbsp;&ldquo;How can we spark diversity conversations in our neighborhoods?&rdquo;</p>
<p>See&nbsp;<a href=""http://www.nwnw.org/calendar"">www.nwnw.org/calendar</a>&nbsp;for zoom link</p>",https://www.portlandoregon.gov/civic/article/782224,Northwest
North Events,594355,2,2021-06-06 23:30:00 UTC,St Johns Neighborhood Association Board,Community Events,,2020-01-13 18:26:42 UTC,,"BES Water Lab, 6543 N Burlington Ave ",2020-01-13 18:26:42 UTC,2021-06-06 21:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594355,St. Johns
SE Events,755063,2,2021-06-08 04:00:00 UTC,SE Uplift Board Meeting,Meetings,,2020-03-04 21:35:05 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-06-08 02:00:00 UTC,A,SE Uplift Neighborhood Coalition Board Meeting,"<p>SE Uplift is accessible via the 14, 15, 66 and 75 bus lines.&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755063,Southeast
North Events,594415,2,2021-06-15 03:30:00 UTC,St Johns Neighborhood Association General Mtg,Community Events,,2016-10-12 22:57:50 UTC,,St Johns Community Center,,2021-06-15 02:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594415,St. Johns
NW and Inner SW Events,778944,2,2021-06-15 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:52:18 UTC,,,,2021-06-15 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778944,Portland Downtown
SE Events,755761,2,2021-06-16 04:00:00 UTC,Hosford Abernethy NA General Meeting,Meetings,,2020-03-04 23:34:29 UTC,,"Carvlin Hall, St Philip Neri Campus, 2408 SE 16th Ave",,2021-06-16 02:00:00 UTC,A,,"<p>Hosford Abernethy Neighborhood Development meets on the third Tuesday of the month at 7 PM, St. Phillip Neri Church, 2408 SE 16th Avenue.</p>
<p>No meetings in August and December.</p>",https://www.portlandoregon.gov/civic/article/755761,Hosford-Abernethy
East Events,751438,2,2021-06-17 03:30:00 UTC,East Portland Land Use and Transportation Committee,Community Events,,2020-01-13 22:16:53 UTC,,"EPCO | 1017 NE 117th Ave. Portland, OR 97220",2020-01-13 22:16:53 UTC,2021-06-17 01:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/751438,Northeast
SE Events,755832,2,2021-06-17 04:00:00 UTC,SMILE NA Board Meeting,Meetings,,2020-03-05 00:09:54 UTC,,"SMILE Station, 8210 SE 13th Avenue",,2021-06-17 02:30:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/755832,Sellwood-Moreland
NW and Inner SW Events,782225,2,2021-06-18 01:30:00 UTC,Community Conversation: Sparking Diversity Conversations,Seminar/Workshop/Class,,2021-03-16 00:00:48 UTC,,,2021-03-15 23:48:00 UTC,2021-06-18 00:30:00 UTC,A,,"<p>Take the opportunity to sit down with your neighbors and
chat about what you&rsquo;d like to see in your neighborhood over a cup of coffee! NWNW&rsquo;s Community Caf&eacute; Conversations (C3) provide a prompt for lively conversation about what diversity, equity, and inclusion means to you and your neighborhood. Grab your beverage of choice and join us via Zoom!&nbsp;</p>
<p>The conversation topic for June is,&nbsp;&ldquo;How can we spark diversity conversations in our neighborhoods?&rdquo;</p>
<p>See&nbsp;<a href=""http://www.nwnw.org/calendar"">www.nwnw.org/calendar</a>&nbsp;for zoom link</p>",https://www.portlandoregon.gov/civic/article/782225,Northwest
NW and Inner SW Events,778659,2,2021-06-22 02:30:00 UTC,NW District Association Board Meeting,Neighborhood/Business Association Meeting,,2020-11-25 02:54:52 UTC,,,2020-11-25 02:54:52 UTC,2021-06-22 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;president@northwestdistrictassociation.org&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778659,Northwest District
SE Events,755694,2,2021-06-22 04:00:00 UTC,SE Uplift Land Use & Transportation Committee meeting,Land Use Planning,,2020-03-04 23:29:46 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-06-22 02:00:00 UTC,A,,"<pre>The monthly SE Uplift Land Use and Transportation Committee (LUTC) meeting welcomes all residents, community organizations, and neighborhood Land Use/Transportation Representatives. <br />We hear from content experts on a variety of land use and transportation related topics, network, and keep in tune to projects happening in Southeast and across Portland. <br />The LUTC meets the third Monday of every month except in August and December. Contact Leah Fisher, Neighborhood Planning Program Manager if you'd like to request/propose an agenda item. </pre>
<p><br /><br /></p>",https://www.portlandoregon.gov/civic/article/755694,Southeast
NW and Inner SW Events,778869,2,2021-06-23 03:00:00 UTC,Downtown Neighborhood Association Meeting,Neighborhood/Business Association Meeting,,2020-11-25 03:25:23 UTC,,,,2021-06-23 01:00:00 UTC,A,,<p>contact for meeting access&nbsp;communications@portlanddowntownna.com&nbsp;</p>,https://www.portlandoregon.gov/civic/article/778869,Portland Downtown
NW and Inner SW Events,782226,2,2021-06-25 02:00:00 UTC,Creating an Equity Framework,Seminar/Workshop/Class,,2021-03-16 00:06:12 UTC,,virtual,2021-03-16 00:01:00 UTC,2021-06-25 00:30:00 UTC,A,,"<p>Want to start creating change in your neighborhood but don&rsquo;t know where
to start? Enter NWNW&rsquo;s&nbsp;<em>Active Allies Workshops</em>, designed to help hone your skills of building equity and inclusion practices. These workshops are dedicated to empowering you through providing you with the DEI skills to have difficult conversations, educate others, and foster equity and diversity in your neighborhood!&nbsp;</p>
<p>&nbsp;</p>
<p><a href=""https://forms.gle/nSrNqANbaF6CGgrN9"">RSVP here to receive Zoom link</a></p>",https://www.portlandoregon.gov/civic/article/782226,Northwest
SE Events,755972,2,2021-06-29 00:00:00 UTC,ArdenwaArdenwald Johnson-Creek NA Meeting,Meetings,,2020-03-05 00:20:51 UTC,,Milwaukie Cafe and Bottleshop (9401 SE 32nd Ave),,2021-06-28 15:00:00 UTC,A,,"<p><a href=""http://www.ardenwald.org/"">http://www.ardenwald.org/</a></p>
<p>Regular neighborhood meetings are held on the fourth Monday of the month.&nbsp;&nbsp;In December, the Holiday Potluck takes place in lieu of the meeting.</p>
<p>&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755972,Ardenwald-Johnson Creek
North Events,594356,2,2021-07-04 23:30:00 UTC,St Johns Neighborhood Association Board,Community Events,,2020-01-13 18:26:44 UTC,,"BES Water Lab, 6543 N Burlington Ave ",2020-01-13 18:26:44 UTC,2021-07-04 21:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/594356,St. Johns
SE Events,755064,2,2021-07-06 04:00:00 UTC,SE Uplift Board Meeting,Meetings,,2020-03-04 21:35:07 UTC,,"3534 SE Main St. Portland, OR 97214",,2021-07-06 02:00:00 UTC,A,SE Uplift Neighborhood Coalition Board Meeting,"<p>SE Uplift is accessible via the 14, 15, 66 and 75 bus lines.&nbsp;</p>",https://www.portlandoregon.gov/civic/article/755064,Southeast
NW and Inner SW Events,778933,2,2021-07-06 17:00:00 UTC,Downtown Land Use & Transportation Committee,Land Use Planning,,2020-11-26 00:48:48 UTC,,,,2021-07-06 15:00:00 UTC,A,,,https://www.portlandoregon.gov/civic/article/778933,Portland Downtown
Inner NE Events,782038,2,2021-07-07 04:00:00 UTC,Sullivans Gulch Neighborhood Association Meetings,Neighborhood Event,,2021-03-06 00:04:15 UTC,,Check website for location,,2021-07-07 01:00:00 UTC,A,Sullivans Gulch Neighborhood Association,"<p>Sullivan's Gulch Neighborhood Association meets first Tuesdays at 7:30-9; LUTC meeting first Tuesdays, 6-7:30</p>
<div>Please check website for meeting location/Zoom link at&nbsp;<a href=""http://sullivansgulch.org/"" target=""_blank"" data-saferedirecturl=""https://www.google.com/url?q=http://SullivansGulch.org&amp;source=gmail&amp;ust=1615072014445000&amp;usg=AFQjCNF3qI6nVam1I2Mr_9FE1aVQzLCuww"">SullivansGulch.org</a></div>",https://www.portlandoregon.gov/civic/article/782038,Sullivan's Gulch
